"fips","county","state","date.x","weekly new cases","days_from_start","log_rolled_cases.x.x","t0.hat","tau.hat","tau.var.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days","predicted.grf.past","predicted.grf.past.0","predicted.grf.past.last","log_rolled_cases.x.y","block.mse","block new cases","block.mse.0","block.mse.last","block.mape","block.mape.0","block.mape.last"
1001,"Autauga","Alabama","2020-05-30",61,130,4.91684776399609,-3.29368203806782,0.0383249407600379,1.37605207952182e-06,5.37674705311654,5.18506304706807,5.18512234931636,18.0860600646434,5.2394141073323,4.97380080262813,4.97408638962478,4.55237200042112,0.104049045853294,41.714285714286,0.00324364860942262,0.00327626026386134,0.0656042974725029,0.0115832422246387,0.0116413255760781
1003,"Baldwin","Alabama","2020-05-30",10,130,4.44935144906014,246.691011924397,-0.0335964194802502,2.89322967721422e-06,3.68522524982516,4.21825858784187,4.21417651269839,-20.6315789385656,4.41855300458791,4.48612334081504,4.48667582291263,4.58204776856724,0.000948544181909063,-12.1428571428571,0.00135217202323409,0.00139310888348039,0.00692200758354033,0.00826455095217699,0.00838872232949221
1005,"Barbour","Alabama","2020-05-30",45,130,4.40497556765943,52.8664883197594,0.060655819703836,8.84557500295822e-06,5.10318711552725,4.82905197948437,4.82956630558628,11.4275461768446,4.51577523887201,4.33593245201033,4.33645726831753,4.05797691805123,0.0122765671408158,24.0000000000001,0.00476695181853497,0.00469475734470619,0.0251532998335001,0.015673892985015,0.015554751278293
1007,"Bibb","Alabama","2020-05-30",14,130,3.17805383034795,84.4670581672211,0.0771117267493221,1.82015662434641e-05,4.05090585594727,3.7208396721888,3.7178359175932,8.98886861674433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1009,"Blount","Alabama","2020-05-30",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,"Bullock","Alabama","2020-05-30",98,130,5.01538589685486,71.3109065953075,0.0934153582935433,1.16976351774701e-05,6.13637019637738,5.67250401190358,5.66929340490966,7.42005590110609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,"Butler","Alabama","2020-05-30",67,130,5.54182361238113,466.99516203936,-0.0162043918379855,1.90999710332932e-06,5.3473709103253,5.42884627540204,5.42839286951523,-42.7752665752692,5.7379744054143,5.67177784616332,5.66888258323241,5.57215403217776,0.0384751336075415,-7.85714285714207,0.0168881028779163,0.0161439820737865,0.0353946294131312,0.023449723930559,0.0229272852653438
1015,"Calhoun","Alabama","2020-05-30",16,130,3.64880123054653,204.669930633258,-0.0460237948536375,6.12942085861407e-06,3.11442700522494,3.33134638975882,3.32663466657107,-15.0606264164929,3.94469225185618,3.87015008052247,3.86823719512176,3.76120011569356,0.0875514964916679,-4.57142857142831,0.0489953133856711,0.0481521425490615,0.0810926664989451,0.0606634442355703,0.0601391938640521
1017,"Chambers","Alabama","2020-05-30",23,130,3.68887945411394,-356.670376631007,0.0077161979440865,6.46062029541311e-06,3.80925834521659,3.74344054818801,3.74289283972255,89.8301450510553,3.43831674550216,3.5382758301532,3.54058101330538,3.70306408910589,0.0627816709468717,-0.571428571428321,0.0226814515501079,0.0219924275462499,0.0679237995517434,0.0408263880221899,0.040201487376654
1019,"Cherokee","Alabama","2020-05-30",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,"Chilton","Alabama","2020-05-30",14,130,3.52214999207982,-100.086395529798,0.0154212249072319,1.82689769920264e-06,3.65616262790996,3.63278076556025,3.63009856643044,44.9476085544208,3.76359723904256,3.62652989128967,3.62513810784877,3.41538201665411,0.0582967730658864,3.42857142857156,0.0108951633590585,0.0106065519896387,0.0685510973427245,0.0296352794300547,0.0292401277630247
1023,"Choctaw","Alabama","2020-05-30",11,130,4.54025063988878,-686.727857566725,0.005593316279053,5.82775561885681e-06,4.60737043523742,4.58347161681236,4.57940385384215,123.924188438223,5.07908047815987,4.76609900841535,4.76569980288111,4.32696685749085,0.29033759461125,18.0000000000007,0.0510074855661135,0.0508273250939422,0.118678434520146,0.0497435904842695,0.0496556646039816
1025,"Clarke","Alabama","2020-05-30",45,130,4.3640081291712,37.301397238154,0.0489297117602479,4.5873200941478e-06,4.87822389603658,4.70701922934771,4.70651611149294,14.1661815617537,4.42641959705868,4.2761736501823,4.27553722245054,4.03802613163188,0.00389519132386993,21.8571428571424,0.00771489569925153,0.00782710133597579,0.0143014096308141,0.0201270200212898,0.0202728556185028
1027,"Clay","Alabama","2020-05-30",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,"Cleburne","Alabama","2020-05-30",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,"Coffee","Alabama","2020-05-30",33,130,4.42056029867612,-183.460133393034,0.0143085446877445,9.07711484702669e-07,4.58531813929477,4.522928249244,4.52072011149033,48.442884701869,4.43196682113876,4.40197433460975,4.39908026974787,4.35303909780063,0.000130108754690697,5.42857142857106,0.000345438060276419,0.000461391642758474,0.00258033409612249,0.00420443627291698,0.00485911908829369
1033,"Colbert","Alabama","2020-05-30",53,130,4.71210089681543,-29.9086976243113,0.0303303632317407,2.89971298588926e-06,5.06240142548213,4.92477413297815,4.92441343943761,22.8532436378661,4.96800814997678,4.74352505119544,4.7430783557325,4.38023932409979,0.0654885222205869,31.4285714285706,0.000987477478498674,0.000959602960958742,0.05430852580731,0.00666882035595776,0.00657402283936771
1035,"Conecuh","Alabama","2020-05-30",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,"Coosa","Alabama","2020-05-30",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,"Covington","Alabama","2020-05-30",14,130,3.27983652465789,-130.357705206224,0.0127086505120758,1.13195608202124e-06,3.3977556371765,3.37069481265028,3.36879707824242,54.5413677007888,3.01217134347015,3.13799950444363,3.14386377679231,3.22457384598284,0.0716446492202657,1.42857142857144,0.0201177403032603,0.0184885881621166,0.0816093055783197,0.0432451493078773,0.041457172283842
1041,"Crenshaw","Alabama","2020-05-30",18,130,3.68887945411394,-96.7483089591193,0.0167454469151475,7.15539890572776e-06,3.91421989918042,3.80845429198302,3.80609758251997,41.3931729664941,3.51652349775276,3.52836533960219,3.53101576942881,3.65251180994306,0.0297065756931769,1.42857142857164,0.0257647809574912,0.0249209429423661,0.0467231197183642,0.0435129736572823,0.042794481806413
1043,"Cullman","Alabama","2020-05-30",52,130,3.56751859710967,94.3382169615196,0.110452932947008,0.000660572641682421,4.71211906134906,4.24101822257982,4.34068912773872,6.27549818792497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,"Dale","Alabama","2020-05-30",29,130,4.12019794104843,18.4000724364797,0.037985689927331,7.77086082908267e-07,4.5051000738318,4.38625389059404,4.38609777053975,18.2475869698821,4.38390150422023,4.19880310048192,4.19713520887902,3.79066214842388,0.0695395692295032,17.285714285714,0.00617877108956438,0.0059193431812359,0.0640026442770119,0.0190780056099654,0.0186731969996112
1047,"Dallas","Alabama","2020-05-30",69,130,5.07606627401685,-163.242561401193,0.0176103981637593,4.51662588043921e-06,5.28739105198196,5.20257365020661,5.19933906116317,39.3601083924601,5.34016119466453,5.1479677753223,5.14959483129863,4.88280192258637,0.0697461271119044,28.1428571428578,0.00516982588997763,0.00540644873594005,0.0520274768671792,0.0141648074363206,0.014485342253736
1049,"DeKalb","Alabama","2020-05-30",27,130,4.89356628917353,286.405450478075,-0.0303184698823925,5.90365146071282e-06,4.52974465058482,4.68574058733884,4.68133699999678,-22.8622085233428,5.02526414032578,4.96312529908807,4.9600010602753,4.86863274820464,0.0173443239981202,3.28571428571502,0.00483845586029098,0.00441357881134459,0.0269124485845051,0.0142143798212013,0.0135759417929516
1051,"Elmore","Alabama","2020-05-30",84,130,5.21958332600553,-32.2062368735264,0.0332021389851391,1.20231163933112e-06,5.6180089938272,5.45220451448584,5.4519982989015,20.876582104249,5.54925010296156,5.31510286676025,5.31722240167565,4.94368115929915,0.108680183828577,44.5714285714286,0.00912398266599253,0.00953338909771542,0.0631595965359018,0.0183002233681782,0.0187062969535619
1053,"Escambia","Alabama","2020-05-30",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,"Etowah","Alabama","2020-05-30",20,130,4.49344022204478,520.831281903073,-0.0113519078139587,2.0294644894147e-06,4.35721732827728,4.41374501057719,4.41397686734707,-61.0599726424512,4.64994379845861,4.56647338091075,4.5649135160275,4.460969837014,0.0244933694303193,2.85714285714255,0.00533384229394199,0.0051084317527402,0.0348293442618918,0.0162532837329558,0.0159061410524773
1057,"Fayette","Alabama","2020-05-30",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,"Franklin","Alabama","2020-05-30",110,130,5.84850105667129,662.935109299278,-0.0108721311466166,1.61033412176002e-05,5.71803548291189,5.76727587216472,5.77239613864497,-63.7544903765856,6.18243342284824,6.03634315699067,6.03198359987063,5.82135384770199,0.111510825180537,9.28571428571638,0.0352846546523961,0.0336658436588978,0.0570970857218259,0.0321179903190941,0.0313725758825066
1061,"Geneva","Alabama","2020-05-30",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063,"Greene","Alabama","2020-05-30",4,130,3.3770998300831,189.4111138021,-0.0527275608647813,7.89010243342248e-06,2.76351019299123,3.0121667175669,3.00800690402963,-13.1458229660482,3.49857146908614,3.54742068782988,3.55492488902146,3.63381967693091,0.0147553590820849,-8.57142857142846,0.0290091945835989,0.0316217515864313,0.035969217705966,0.0504340606782089,0.0526561451794526
1065,"Hale","Alabama","2020-05-30",35,130,4.45268478547989,10.6028289895397,0.0383570277246121,4.48334176853233e-06,4.84821979276076,4.72051994141396,4.72118397955217,18.0709304572935,4.92432289883377,4.59327048114626,4.59465485817422,4.11321304652648,0.222442509968008,24.7142857142856,0.0197643378259973,0.0201555015408334,0.105922187641012,0.03157324231098,0.0318841506942714
1067,"Henry","Alabama","2020-05-30",22,130,3.72051653905712,73.0300055518305,0.0701122312986243,5.62873873390017e-06,4.48507904692177,4.21340966033205,4.21130215814749,9.88625190956583,3.98749533348542,3.65429525724516,3.65174605947692,3.14168618617707,0.0712776766743885,18.1428571428572,0.00438525816481903,0.00472937886169073,0.0717585291250875,0.0177989483763301,0.0184841214541754
1069,"Houston","Alabama","2020-05-30",48,130,4.48542093287817,48.4875161186603,0.0584203242113799,1.223084120352e-06,5.1709280051024,4.89306429186758,4.89436320235783,11.8648294051221,4.55172771367049,4.392681512676,4.39304375985956,4.15664844555826,0.00439658917904085,24.8571428571429,0.00860060005943463,0.00853354209491021,0.0147827331669791,0.020675745173076,0.020594984149979
1071,"Jackson","Alabama","2020-05-30",8,130,3.01693448120459,328.7626182844,-0.0147716023791146,1.25577236874311e-06,2.83264114847509,2.91265077433234,2.91353326455079,-46.9243053509198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,"Jefferson","Alabama","2020-05-30",205,130,6.50171857897501,-478.059128706545,0.0107812290196486,9.92781921103376e-07,6.63109332721079,6.57935509345409,6.57718718211255,64.2920375122999,6.73934607937437,6.569207789918,6.57289157607631,6.33985527145902,0.0564668289460478,99.5714285714233,0.00455479359370744,0.00506559551638166,0.0365484137021541,0.010380211035469,0.0109467975638712
1075,"Lamar","Alabama","2020-05-30",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,"Lauderdale","Alabama","2020-05-30",35,130,4.33448568990488,687.634234067725,-0.00768371581855384,1.1827934756345e-06,4.23091697454346,4.27675428546706,4.280699679175,-90.2098928341683,4.19923081981867,4.29662885347774,4.2957249777456,4.43081679884331,0.0182938798820375,-7.71428571428554,0.00143314006427121,0.00150239280709455,0.031204364199707,0.00873387043711071,0.00894240169013697
1079,"Lawrence","Alabama","2020-05-30",7,130,3.3722098447889,430.952913741314,-0.0110219896373994,1.25580273924577e-06,3.23994596914011,3.2889239129839,3.2950559173271,-62.8876639665842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,"Lee","Alabama","2020-05-30",52,130,4.7523579050601,-27.1950635320453,0.0312254405285587,4.36974164700046e-06,5.1270631914028,4.97212162359056,4.97093598876001,22.198155376735,4.50818144532748,4.49023672896949,4.48575054987999,4.45434729625351,0.0596221434875555,29.8571428571427,0.0687075109551242,0.0710794818361332,0.0513800653508506,0.0551560259827052,0.0561000161406695
