"fips","county","state","date.x","weekly new cases","days_from_start","log_rolled_cases.x.x","t0.hat","tau.hat","tau.var.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days","predicted.grf.past","predicted.grf.past.0","predicted.grf.past.last","log_rolled_cases.x.y","block.mse","block new cases","block.mse.0","block.mse.last","block.rmse","block.rmse.0","block.rmse.last","block.mape","block.mape.0","block.mape.last"
1001,"Autauga","Alabama","2020-08-29",78,221,5.68406555797248,767.038875877197,-0.0103151806647472,1.00823830357883e-06,5.56028338999552,5.61121069348472,5.61185929331925,-67.1968046986149,5.58451507250475,5.66254951683309,5.66332705904621,5.77366384020427,0.00991029915686069,-27.571428571428,0.000462940026311913,0.000430085337714893,0.0995504854677298,0.0215160411393898,0.0207384989262698,0.0175139580028418,0.0037853259994884,0.00364853267696428
1003,"Baldwin","Alabama","2020-08-29",309,221,6.84572788803068,642.695446885392,-0.0160435925388944,4.12146604613444e-06,6.65320477756395,6.73156592353713,6.73342274025842,-43.2039880643661,6.53760270524231,6.75572041007062,6.75264707456019,7.05370919160522,0.0949411282683668,-217.285714285722,0.00810134608873067,0.00866403783632826,0.308125182788371,0.0900074779600599,0.0930808134704906,0.0450098496212664,0.0131479777508294,0.0135969198590608
1005,"Barbour","Alabama","2020-08-29",54,221,4.76217393479776,70.4607690794089,0.0324958347263523,2.12676021363647e-06,5.11936881091218,4.98735449652316,4.98964477788223,21.3303393003117,4.32354563657143,4.47504715647179,4.47570295833599,4.68872320880638,0.192394784004926,8.28571428571395,0.0824417868318505,0.0820656203549598,0.438628298226329,0.28712677832597,0.28647097646177,0.0921067361738347,0.0602932152956239,0.060155504688414
1007,"Bibb","Alabama","2020-08-29",24,221,4.92725368515721,360.935088510018,-0.034341242647775,1.60467985659288e-06,4.56515613092598,4.69011069772442,4.68686498662279,-20.1841030526848,4.80840238069673,4.92335287236327,4.92252275665754,5.08229128300269,0.0141256325719578,-23.1428571428563,1.5216340453369e-05,2.23816844689935e-05,0.11885130446048,0.00390081279394039,0.00473092849967038,0.0241212066710724,0.000791680932867561,0.00096015525117405
1009,"Blount","Alabama","2020-08-29",152,221,5.82726353142722,-790.070427600412,0.00578747985763147,3.71460808107197e-07,5.89206209338764,5.86934573434407,5.86777589043064,119.766668327312,5.65165869849152,5.75332400831557,5.75345748242393,5.89597577992931,0.030837057350375,-24.1428571428581,0.00546705307797825,0.005447332869476,0.1756048329357,0.0739395231116502,0.0738060490032897,0.0301350422867679,0.0126885497305698,0.0126656446212264
1011,"Bullock","Alabama","2020-08-29",10,221,4.47571211875121,404.472023639652,-0.0237473553491871,2.32788519217777e-06,4.19074385456097,4.30983082753677,4.3094806313069,-29.1883946809122,4.69717696704471,4.64828250056956,4.6484943784677,4.5776521570942,0.0490466790296628,-9.42857142857106,0.029780536680931,0.0298537092727366,0.2214648482935,0.17257038181835,0.17278225971649,0.049481477453758,0.038557078122911,0.0386044176059962
1013,"Butler","Alabama","2020-08-29",33,221,4.21318523943662,43.9355713271139,0.0243412387375847,2.25058770367189e-06,4.48035620142385,4.38221780384202,4.38357391059971,28.476249217739,3.8708614397513,4.08150043303427,4.07933153589601,4.39091558209113,0.117185583830995,-13.1428571428573,0.0173408882372244,0.0179168139515375,0.34232379968532,0.13168480640235,0.13385370354061,0.0812505931334496,0.0312554039090764,0.031770191893701
1015,"Calhoun","Alabama","2020-08-29",223,221,6.60934924316738,559.43111109056,-0.0192450509861483,2.06288385087173e-07,6.3784086313336,6.47521411288751,6.47463388626434,-36.0169053882393,6.48196966555188,6.62407952972694,6.6223022736808,6.81876792506129,0.0162255567935034,-172.857142857141,0.000216981342126734,0.000167780999481584,0.127379577615501,0.0147302865595593,0.0129530305134198,0.0192726353123469,0.00222870452409323,0.00195980421624873
1017,"Chambers","Alabama","2020-08-29",67,221,4.7043688995321,76.3224111196013,0.0333033094005462,1.94870433870488e-06,5.05136567161277,4.93524192635282,4.93749206533592,20.8131622062934,4.22989488245131,4.39923507001148,4.39907123600846,4.67282883446191,0.225125592884782,3.42857142857005,0.0931066539179187,0.0932066633529937,0.47447401708079,0.30513382952062,0.30529766352364,0.100858165508232,0.0648617989016484,0.0648966248276161
1019,"Cherokee","Alabama","2020-08-29",31,221,4.75605021694722,395.928946694678,-0.0264329353576319,1.31001152023521e-06,4.43885499265564,4.57245043857312,4.5710196694438,-26.2228606540218,4.91422902200044,4.89275619106784,4.89016885211234,4.856484614269,0.0250205343680646,-12.2857142857154,0.0186885233602676,0.0179878082985544,0.15817880505322,0.13670597412062,0.13411863516512,0.033258438796458,0.0287435935040164,0.0281995834878309
1021,"Chilton","Alabama","2020-08-29",154,221,5.68260747751974,-146.455419399772,0.0156780866649205,1.06831687043411e-06,5.87074451749879,5.7903673346593,5.79235408417418,44.2112099119117,5.37558822108959,5.50747643055178,5.50714489552483,5.69132423973416,0.0942608238189224,-2.57142857142952,0.030670883612094,0.0307871176803207,0.30701925643015,0.175131046967961,0.17546258199491,0.0540278837918528,0.030818783042956,0.0308771251030511
1023,"Choctaw","Alabama","2020-08-29",13,221,3.73766961828337,-11.7365785947902,0.0161676124820255,8.97598401237755e-07,3.87596810048722,3.84985743891332,3.85084290565755,42.8725751146348,3.40321256204729,3.53990658408526,3.54154165802157,3.72051653905712,0.111861522466105,0.714285714285737,0.0391102176952429,0.0384661767964542,0.33445705623608,0.19776303419811,0.1961279602618,0.0894827768083175,0.0529107851669722,0.0524733270437844
1025,"Clarke","Alabama","2020-08-29",48,221,6.09807428216624,-742.787852061546,0.00636019143239499,1.08125193710207e-06,6.17439657935498,6.14412877287708,6.142595622193,108.982125448217,6.01352691752969,6.03566245036791,6.04078736907194,6.0789520012311,0.00714825686698574,8.42857142857048,0.00389523674842301,0.00328179041187389,0.08454736463655,0.0624118317983298,0.0572869130943001,0.0138646006467661,0.010234678836375,0.00939426291703844
1027,"Clay","Alabama","2020-08-29",32,221,4.75112409861117,386.398989859082,-0.0278823489654504,1.04612186295115e-06,4.41653591102576,4.55726446157983,4.55594765585302,-24.859712552154,4.6184237195191,4.75734968443024,4.75488058435171,4.969813299576,0.017609390611179,-28.2857142857143,3.87579187906091e-05,1.41111851188828e-05,0.13270037909207,0.00622558581907029,0.00375648574054033,0.0279303121404175,0.00131033955120013,0.000790651993627868
1029,"Cleburne","Alabama","2020-08-29",23,221,4.30019661642625,-54.022584625313,0.0159253220333153,1.16843291939014e-06,4.49130048082603,4.41197387478969,4.41167387065946,43.5248454699943,4.5818134805502,4.38457932830828,4.39401815172881,4.04555439805267,0.0793080581590072,16.5714285714285,0.0071204420645656,0.00880248048652947,0.28161686412395,0.0843827118820295,0.0938215353025598,0.0654892995004475,0.0196229892279105,0.0218179640773104
1031,"Coffee","Alabama","2020-08-29",91,221,5.62401750618734,-187.344639600501,0.0139434541928157,7.40984517470172e-07,5.79133895650113,5.72101942872749,5.72162168553705,49.7112961375874,5.52927184951852,5.50808627387094,5.50876004056173,5.48004350802223,0.00897673945760597,37.1428571428571,0.0134400506263992,0.0132842833824388,0.0947456566688203,0.115931232316401,0.115257465625611,0.0168466148202036,0.0206135973419103,0.0204937956716544
1033,"Colbert","Alabama","2020-08-29",80,221,5.63427926888923,521.673285530456,-0.0184323574731487,5.05130950082596e-07,5.41309097921144,5.50503032048346,5.50525276657719,-37.6049119907578,5.42728876437341,5.64210469725711,5.63800293056858,5.93300276324182,0.0428450689597139,-97.4285714285711,6.1237329140811e-05,1.38656563022556e-05,0.20699050451582,0.00782542836787936,0.00372366167934945,0.0367377076352532,0.00138889607604099,0.000660894056123625
1035,"Conecuh","Alabama","2020-08-29",28,221,4.43081679884331,641.115856210781,-0.0104226100582012,1.65246956115398e-06,4.3057454781449,4.3559033694768,4.3578585284359,-66.5041843347608,4.12323571720019,4.26656990149751,4.26630207650309,4.49503639157761,0.0946061217847515,-5.57142857142914,0.0269770432877217,0.0270650938666797,0.30758108164312,0.1642468973458,0.16451472234022,0.0694185960754269,0.0370692142786579,0.0371296602430431
1037,"Coosa","Alabama","2020-08-29",5,221,3.28519846779927,271.407632773841,-0.0597156262295569,5.57961878810617e-06,2.59211397423255,2.87468220765627,2.86718908419237,-11.6074673301653,3.12035590718375,3.25962369599694,3.26114026944371,3.48343547989913,0.0271730697902814,-5.85714285714303,0.000654068952741244,0.000578796908115454,0.16484256061552,0.0255747718023298,0.0240581983555597,0.0501773522151758,0.00778484832895413,0.00732321002562627
1039,"Covington","Alabama","2020-08-29",85,221,5.40973095391894,1089.58543078993,-0.00619256086840558,8.43846428680959e-07,5.33542022349807,5.3633802623398,5.3663830278401,-111.932235352967,5.16878318306084,5.28880013087393,5.28868242835338,5.45654137176293,0.0580558282814876,-10.7142857142857,0.0146242639623436,0.014652745541596,0.2409477708581,0.12093082304501,0.12104852556556,0.0445396957650088,0.0223543137496339,0.0223760713049638
1041,"Crenshaw","Alabama","2020-08-29",47,221,4.83854691358233,-920.685777755232,0.00413610132591759,1.19119639245254e-06,4.7510807684361,4.87050386215599,4.86749962286375,167.584671153135,4.67001607377256,4.78978180417438,4.78806679956749,4.99043258677874,0.0284026439669863,-20.7142857142862,0.00237803589556931,0.00254824191095121,0.16853083980977,0.0487651094079498,0.0504801140148396,0.0348308785302226,0.0100784616288541,0.0104329078370898
1043,"Cullman","Alabama","2020-08-29",136,221,5.81796113876491,949.642506288789,-0.00793657985351801,7.28106307258465e-07,5.72737337685385,5.75955325665488,5.76240507979028,-87.3357533538451,5.60109175440754,5.74970824340871,5.74905660557987,5.95620739722113,0.0470323298715446,-49.8571428571406,0.00465845772450439,0.00474783469344827,0.21686938435737,0.0682528953562,0.06890453318504,0.0372758392819738,0.0117314113532717,0.011843415853353
1045,"Dale","Alabama","2020-08-29",95,221,5.46504172652832,-252.199637919329,0.0116724603863746,7.16113197775035e-07,5.60511125116482,5.54686761736704,5.54674894923294,59.383125546441,4.82084095857146,5.03301857502051,5.03268313016562,5.32926217039746,0.414994629436209,29.999999999999,0.186644003438741,0.186933955848724,0.64420076795686,0.432023151507811,0.4323585963627,0.117876642154403,0.0790521231358016,0.0791135032444404
1047,"Dallas","Alabama","2020-08-29",71,221,5.28320372873799,1575.61443283376,-0.00388581027175956,1.61146879253766e-05,5.23657400547688,5.25211724656391,5.25600305683567,-178.37905921384,5.01363036197032,5.17502154380571,5.17492813369986,5.40074501412123,0.0726698000704566,-24.5714285714292,0.0117033851367221,0.0117236044808613,0.26957336676767,0.10818218493228,0.108275595038131,0.0510246018531001,0.0204766256398222,0.0204943062197593
1049,"DeKalb","Alabama","2020-08-29",86,221,5.84767665431627,408.770129991318,-0.0303349728227067,1.04454479614751e-06,5.48365698044379,5.63585599924065,5.63533184455732,-22.849770942966,5.683277407001,5.85896382312888,5.85731155487736,6.10095936190426,0.0270271125178273,-99.8571428571414,0.000127400179804344,9.28313088220894e-05,0.16439924731527,0.0112871688126095,0.00963490056108984,0.0281136008424686,0.00193019715005587,0.00164764591660145
1051,"Elmore","Alabama","2020-08-29",151,221,5.98429605762937,1094.83543633866,-0.00680934770058965,5.8848188252478e-07,5.90258388522229,5.93484460915687,5.93663062372524,-101.793477295912,5.85868344994483,5.93622256495007,5.93716301174398,6.04703439826279,0.0157785272093102,-25.7142857142842,0.00231106069838676,0.0022215240144343,0.12561260768454,0.0480734926793005,0.0471330458853902,0.020990373215977,0.00803327445974396,0.00787612200858619
