"fips","county","new_rolled_cases","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days"
1001,"Autauga",8,"Alabama",208,"2020-08-16",7.12689080889881,-234.51919809515,0.0161052691941433,7.23962769325781,7.24161442647837,7.23962769325781,43.038534296093
1003,"Baldwin",48.8571428571427,"Alabama",208,"2020-08-16",8.24860387718299,-381.644079807887,0.0139891235402049,8.34652774196442,8.34343751528932,8.34652774196442,49.5490070244809
1005,"Barbour",5.85714285714289,"Alabama",208,"2020-08-16",6.47938702765639,-646.691736692858,0.00758096369660448,6.53245377353262,6.53309904684331,6.53245377353262,91.4325946278316
1007,"Bibb",5.28571428571428,"Alabama",208,"2020-08-16",6.14999338390579,-144.921153929505,0.017425969838958,6.2719751727785,6.27221974091923,6.2719751727785,39.7766773938933
1009,"Blount",10.1428571428571,"Alabama",208,"2020-08-16",6.88448665204278,-271.11187809374,0.0144062936232526,7.00307044956921,6.98362656993332,6.98533070740555,48.1141922195146
1011,"Bullock",4.57142857142861,"Alabama",208,"2020-08-16",6.20686390368876,-345.844357214619,0.0112068739580632,6.2853120213952,6.28249034663709,6.2853120213952,61.8501808045441
1013,"Butler",4.57142857142856,"Alabama",208,"2020-08-16",6.67726336589816,-1174.11237104065,0.0048312015041661,6.71108177642732,6.71363894067309,6.71108177642732,143.473042878096
1015,"Calhoun",25.2857142857142,"Alabama",208,"2020-08-16",7.58084551419552,-265.491187728974,0.0160105313692444,7.69291923378023,7.68977308936851,7.69291923378023,43.2932027410067
1017,"Chambers",3,"Alabama",208,"2020-08-16",6.82375235905696,-1118.43228676348,0.00514444078838509,6.85976344457566,6.86593359230781,6.85976344457566,134.737128693347
1019,"Cherokee",4.85714285714283,"Alabama",208,"2020-08-16",5.76608635799236,-133.535296037404,0.0168828417586476,5.88426625030289,5.88441958420236,5.88426625030289,41.0563097415106
1021,"Chilton",10,"Alabama",208,"2020-08-16",6.78816704350399,-280.495330451242,0.0138960735555722,6.885439558393,6.88366176926126,6.885439558393,49.8807938651131
1023,"Choctaw",1.71428571428572,"Alabama",208,"2020-08-16",5.6927696748208,-603.748386677993,0.00701297319249127,5.74186048716824,5.74315645296886,5.74186048716824,98.8378483040677
1025,"Clarke",25.8571428571428,"Alabama",208,"2020-08-16",6.76008356525259,86.4378508263151,0.0541115064373445,6.9566915626107,7.12576847290645,7.138864110314,12.8096079040516
1027,"Clay",7.28571428571428,"Alabama",208,"2020-08-16",5.66543756834831,-21.4109019071911,0.0244660770357645,5.78404733815591,5.83263915823496,5.83670010759866,28.3309489930364
1029,"Cleburne",1.14285714285714,"Alabama",208,"2020-08-16",4.89996972620873,-253.367057733074,0.0106262945525686,4.97700631419156,4.97555688073204,4.97435378807671,65.2294341297358
1031,"Coffee",7.57142857142856,"Alabama",208,"2020-08-16",6.72931190658583,-373.157507676723,0.0115791533580757,6.81036598009236,6.81037221299538,6.81036598009236,59.8616461087391
1033,"Colbert",13.4285714285713,"Alabama",208,"2020-08-16",7.1420365747068,-388.157824438196,0.0119801104370932,7.22589734776645,7.22500799379582,7.22589734776645,57.8581628441255
1035,"Conecuh",2.28571428571428,"Alabama",208,"2020-08-16",6.05074372640729,-497.482409782485,0.00857674641139934,6.11078095128709,6.11114298254636,6.11078095128708,80.8170309942572
1037,"Coosa",1.14285714285714,"Alabama",208,"2020-08-16",4.79224234554065,-142.462935804922,0.0136740347007997,4.88796058844625,4.88471533140844,4.88796058844625,50.6907577556028
1039,"Covington",7.85714285714289,"Alabama",208,"2020-08-16",6.81014245011514,-511.421737512073,0.00957315948651206,6.95415114767227,6.87788899192244,6.87715456652072,72.4052682436288
1041,"Crenshaw",7.14285714285711,"Alabama",208,"2020-08-16",5.91040942235128,-128.376455950644,0.0175708178078269,6.03340514700607,6.03010732113932,6.03340514700607,39.448771715747
1043,"Cullman",10.4285714285716,"Alabama",208,"2020-08-16",7.20244843056499,-628.749483004854,0.00860765208327378,7.26270199514791,7.26349689172909,7.26270199514791,80.5268584108848
1045,"Dale",7.28571428571433,"Alabama",208,"2020-08-16",6.78364872050325,-525.612421990787,0.00924691092620082,6.84837709698666,6.84815469441491,6.84837709698666,74.9598634713713
1047,"Dallas",9.28571428571422,"Alabama",208,"2020-08-16",7.28285935838924,-822.470959608664,0.00706750567833082,7.33233189813756,7.33457330459316,7.33233189813756,98.0752208923093
1049,"DeKalb",11.5714285714287,"Alabama",208,"2020-08-16",7.56208737839473,-631.510055652619,0.00900773889184222,7.62514155063763,7.62486908711455,7.62514155063763,76.9501857106102
1051,"Elmore",16.2857142857142,"Alabama",208,"2020-08-16",7.52963659860746,-564.378844804159,0.00974863132161088,7.59787701785874,7.59777001277592,7.59787701785874,71.1019996236157
1053,"Escambia",7.85714285714289,"Alabama",208,"2020-08-16",7.11232744471091,-444.138300096777,0.0109061642962167,7.18867059478443,7.18381652634803,7.18867059478443,63.5555417774511
1055,"Etowah",23.5714285714284,"Alabama",208,"2020-08-16",7.73661896307194,-433.673193727238,0.0120569458701132,7.82101758416273,7.81967814677301,7.82101758416273,57.4894494863847
1057,"Fayette",5.28571428571428,"Alabama",208,"2020-08-16",5.49658257373913,1.152406895031,0.0265731038550194,5.68259430072427,5.67816914338062,5.68259430072427,26.0845396285544
1059,"Franklin",10.7142857142856,"Alabama",208,"2020-08-16",7.1931490209159,-701.425644738158,0.007909551553263,7.24851588178874,7.24745682965769,7.24851588178874,87.634194668596
1061,"Geneva",3.28571428571428,"Alabama",208,"2020-08-16",5.6728322286151,-230.536464210521,0.0128860365117116,5.74119914511566,5.76329142547905,5.76303448419708,53.790564688372
1063,"Greene",1.14285714285711,"Alabama",208,"2020-08-16",5.55903191934086,-865.822855309235,0.00517686124099118,5.5952699480278,5.59842751939727,5.5952699480278,133.893328079088
1065,"Hale",3.14285714285717,"Alabama",208,"2020-08-16",6.23188653422246,-528.312444705977,0.00846364417582398,6.29113204345323,6.29240739683745,6.29113204345323,81.8970134094116
1067,"Henry",2,"Alabama",208,"2020-08-16",5.65098428908923,-312.453819013374,0.0108578015621094,5.726988900024,5.72946959752619,5.726988900024,63.8386303705188
1069,"Houston",18.5714285714287,"Alabama",208,"2020-08-16",7.33106030521863,-376.453564175457,0.012543443576328,7.41886441025293,7.42057107434031,7.41886441025293,55.2597200555081
1071,"Jackson",20.2857142857144,"Alabama",208,"2020-08-16",7.00992499516365,-114.403766503102,0.0217426895200252,7.16212382180383,7.15714888019066,7.16212382180383,31.8795510519317
1073,"Jefferson",133.428571428572,"Alabama",208,"2020-08-16",9.53962356392294,-610.691906494337,0.0116522754020763,9.62118949173747,9.61908331708649,9.62118949173747,59.4859936486253
1075,"Lamar",2.85714285714286,"Alabama",208,"2020-08-16",5.49423653160737,-155.193962294604,0.0151275547007875,5.60012941451288,5.6025479311127,5.60012941451288,45.8201734695338
1077,"Lauderdale",10.5714285714287,"Alabama",208,"2020-08-16",7.11232744471091,-464.125608696558,0.010581842668521,7.18640034339056,7.18719075057243,7.18640034339056,65.5034479601484
1079,"Lawrence",3.42857142857144,"Alabama",208,"2020-08-16",5.91735657495426,-323.912239157582,0.0111246858773656,5.99522937609582,5.99559111013396,5.99522937609582,62.3071238326136
1081,"Lee",24.2857142857142,"Alabama",208,"2020-08-16",7.98970571723234,-596.420672298131,0.00993224812883877,8.05923145413421,8.05963370960602,8.05923145413421,69.7875417094503
1083,"Limestone",17.1428571428571,"Alabama",208,"2020-08-16",7.26122509197192,-311.96237753504,0.013964904780986,7.35897942543882,7.3575798343111,7.35897942543882,49.6349378266943
1085,"Lowndes",1.14285714285711,"Alabama",208,"2020-08-16",6.37769829328826,-1566.012245143,0.00359507005137621,6.40286378364789,6.40927128199834,6.40286378364789,192.804916358891
1087,"Macon",2.71428571428572,"Alabama",208,"2020-08-16",5.88093194910298,-394.469152741258,0.00976138267385891,5.94926162781999,5.94952112663089,5.94926162781999,71.0091186585893
1089,"Madison",47.4285714285716,"Alabama",208,"2020-08-16",8.64525967860969,-649.830546273335,0.010078050631523,8.71580603303035,8.71757398477477,8.71580603303035,68.7779021859506
1091,"Marengo",5.14285714285722,"Alabama",208,"2020-08-16",6.37136761716592,-466.964306925159,0.00943956228765795,6.43744455317953,6.43703845229153,6.43744455317953,73.4300129007276
1093,"Marion",6.71428571428567,"Alabama",208,"2020-08-16",6.44979314477322,-440.033715451599,0.00995286663484555,6.51946321121714,6.52154364271648,6.51946321121714,69.6429688039019
1095,"Marshall",10.7142857142858,"Alabama",208,"2020-08-16",8.10198073185319,-891.346741212693,0.00736981375222513,8.15356942811877,8.15472241616566,8.15356942811877,94.0521977710314
1097,"Mobile",156.571428571428,"Alabama",208,"2020-08-16",9.292394242718,-323.165791676961,0.0174943386572028,9.41485461331842,9.41227312690083,9.41485461331842,39.6212279950669
1099,"Monroe",3.57142857142856,"Alabama",208,"2020-08-16",6.19382213066236,-504.360824371491,0.00869478208059393,6.25468560522652,6.25322455366151,6.25468560522652,79.7199025961784
1101,"Montgomery",47.5714285714284,"Alabama",208,"2020-08-16",8.87108426397835,-617.305353504179,0.0107488509874708,8.94632622089065,8.94662971493897,8.94632622089065,64.4857000406739
1103,"Morgan",16.5714285714289,"Alabama",208,"2020-08-16",7.82141397866794,-693.383424734216,0.00867712203713329,7.88215383292787,7.88326697243346,7.88215383292787,79.882151892489
1105,"Perry",2.57142857142856,"Alabama",208,"2020-08-16",6.17527309302352,-892.82243286905,0.00560969045382645,6.21454092620031,6.21680500263375,6.21454092620031,123.562465035328
1107,"Pickens",5.71428571428572,"Alabama",208,"2020-08-16",6.06610809010375,-210.330363953312,0.014500759717219,6.16761340812428,6.1670339121561,6.16761340812428,47.8007493453508
1109,"Pike",4.85714285714289,"Alabama",208,"2020-08-16",6.65138728660259,-451.011880313089,0.0100929702260339,6.72203807818483,6.71934877236579,6.72203807818483,68.6762335602693
1111,"Randolph",2.14285714285717,"Alabama",208,"2020-08-16",6.04059478949868,-960.85412593454,0.00516796292665606,6.07677052998527,6.07950056131353,6.07677052998527,134.123868610731
1113,"Russell",6.14285714285711,"Alabama",208,"2020-08-16",7.2648301429422,-567.256296004075,0.00937087538713005,7.33042627065211,7.33021021206994,7.33042627065211,73.9682422318744
1115,"St. Clair",12.4285714285713,"Alabama",208,"2020-08-16",7.30796852493535,-470.006240391902,0.010778615430901,7.38341883295166,7.38312427610896,7.38341883295166,64.3076269863728
1117,"Shelby",34.7142857142858,"Alabama",208,"2020-08-16",8.19505769089508,-559.138509357427,0.0106826310906481,8.26983610852962,8.26926981702139,8.26983610852962,64.8854364321116
1119,"Sumter",2.28571428571428,"Alabama",208,"2020-08-16",5.92844867567457,-1115.62318972004,0.00450437476169931,5.9936255131068,5.96040926032039,5.95997929900647,153.883106364456
1121,"Talladega",20.7142857142856,"Alabama",208,"2020-08-16",7.21397867942477,-182.107254860212,0.0184922956175469,7.3434247487476,7.33723947375502,7.3434247487476,37.4830250876064
1123,"Tallapoosa",6.42857142857144,"Alabama",208,"2020-08-16",6.86440031730264,-557.302828521802,0.00896952168667842,6.92718696910939,6.92706119267448,6.92718696910939,77.2780539222522
1125,"Tuscaloosa",35.5714285714294,"Alabama",208,"2020-08-16",8.40788839938081,-621.892585978191,0.0101312971599457,8.47880747950043,8.48071806125529,8.47880747950043,68.4164297638332
1127,"Walker",15.5714285714284,"Alabama",208,"2020-08-16",7.38611674117747,-706.606086633191,0.00807573538939253,7.44264688890322,7.44433670950023,7.44264688890322,85.8308435254569
1129,"Washington",11.2857142857143,"Alabama",208,"2020-08-16",6.14080777124859,60.7870078437018,0.0417137623609253,6.43280410777507,6.4358943433414,6.43280410777507,16.6167504758391
1131,"Wilcox",3.71428571428572,"Alabama",208,"2020-08-16",6.13153700027588,-445.09534018263,0.00938842558356223,6.19725597936081,6.1980521625167,6.19725597936081,73.8299701468098
1133,"Winston",3.57142857142856,"Alabama",208,"2020-08-16",6.17020828255405,-677.491792417983,0.00696811459506052,6.21898508471947,6.2208798679195,6.21898508471947,99.4741362392771
2016,"Aleutians West Census Area",0.142857142857139,"Alaska",208,"2020-08-16",4.48219512362928,-1688.04314347554,0.00238366807516851,4.53622318677097,4.5083244994554,4.49888080015546,290.790143049151
2020,"Anchorage",43.8571428571427,"Alaska",208,"2020-08-16",7.80395991481521,-215.106210200916,0.0184444466345919,7.93307104125735,7.93423566010698,7.93307104125735,37.5802643631484
2050,"Bethel Census Area",1.42857142857143,"Alaska",208,"2020-08-16",3.30636327899132,43.6375466350151,0.0201162930541635,3.44717733037046,3.44550037557189,3.44717733037046,34.4570035191689
2060,"Bristol Bay Borough",0,"Alaska",208,"2020-08-16",4.21950770517611,-1351.42144009361,0.00270581614225006,4.23844841817186,4.24199815549804,4.23844841817186,256.169356718949
2070,"Dillingham Census Area",0.428571428571427,"Alaska",208,"2020-08-16",3.18398856586776,-64.1850518550084,0.012061563522415,3.36740823745792,3.26713598208439,3.26841951052467,57.467440209705
2090,"Fairbanks North Star Borough",7.42857142857139,"Alaska",208,"2020-08-16",6.21831550321051,-292.354027972,0.0124278314065226,6.30531032305617,6.30666670094001,6.30531032305617,55.7737836865212
2110,"Juneau City and Borough",6.14285714285714,"Alaska",208,"2020-08-16",5.29903139728169,16.5445596332886,0.0281127491478409,5.57912801205366,5.495364453845,5.49582064131658,24.6559728795923
2122,"Kenai Peninsula Borough",6,"Alaska",208,"2020-08-16",6.21860011969173,-353.955277714058,0.0110660053678791,6.29606215726688,6.29719848252408,6.29606215726688,62.6375243384502
2130,"Ketchikan Gateway Borough",0.428571428571431,"Alaska",208,"2020-08-16",3.97834564835922,-337.997696142543,0.00746294148619945,4.1269894483149,4.03443047875356,4.03058623876262,92.8785495426596
2150,"Kodiak Island Borough",2.28571428571429,"Alaska",208,"2020-08-16",3.76451686831956,143.650705343912,0.0564956188676083,4.03092255736302,4.16381130390776,4.15998620039282,12.2690430595028
2170,"Matanuska-Susitna Borough",5.57142857142856,"Alaska",208,"2020-08-16",5.92958914338989,-112.665184058443,0.0184915277310218,6.05902983750704,6.06470291560675,6.05902983750704,37.484581622594
2180,"Nome Census Area",0.714285714285715,"Alaska",208,"2020-08-16",3.21314515015922,71.8452807750947,0.0232684567908609,3.33098939869254,3.39353239163951,3.37602434769525,29.7891341394067
2188,"Northwest Arctic Borough",0.857142857142854,"Alaska",208,"2020-08-16",3.75118333745009,7.93669285241719,0.0187499816479736,3.8824332089859,3.8850882707686,3.88243320898591,36.9678858130966
2220,"Sitka City and Borough",1.28571428571428,"Alaska",208,"2020-08-16",3.67449071666184,22.8879174228688,0.0199873535037862,3.83981210681769,3.81109367178711,3.81440219118834,34.679287601965
2240,"Southeast Fairbanks Census Area",0.142857142857142,"Alaska",208,"2020-08-16",3.3770998300831,-144.928506682859,0.00966622934459784,3.47915149325513,3.44760899148778,3.44476343549528,71.708124838495
2261,"Valdez-Cordova Census Area",1.71428571428571,"Alaska",208,"2020-08-16",4.66074003714291,-114.701829693033,0.0144428683332115,4.76184011547539,4.76246826683513,4.76184011547539,47.9923492043508
2290,"Yukon-Koyukuk Census Area",0.714285714285708,"Alaska",208,"2020-08-16",4.02279741093005,-37.9291647252301,0.0165461143860174,4.1849948911035,4.14130712743833,4.13862021163217,41.8918402465356
4001,"Apache",6.85714285714312,"Arizona",208,"2020-08-16",8.0764265373192,-1612.37281312961,0.00443668817676644,8.10748335455657,8.11147320751932,8.10748335455657,156.230763340489
4003,"Cochise",12.2857142857142,"Arizona",208,"2020-08-16",7.46073686428149,-390.097766259595,0.0124741092262218,7.54805562886504,7.54960741875689,7.54805562886504,55.5668679814732
4005,"Coconino",12.8571428571431,"Arizona",208,"2020-08-16",8.0528421277066,-1340.53067983844,0.00520031164545397,8.08924430922478,8.09372755990673,8.08924430922478,133.289546438219
4007,"Gila",12.8571428571428,"Arizona",208,"2020-08-16",6.87906181651183,-258.211131540251,0.0147552500382928,6.98234856677988,6.98159404595752,6.98234856677988,46.9763086874902
4009,"Graham",8.42857142857144,"Arizona",208,"2020-08-16",6.35337575784196,-237.432616756651,0.0142605873443449,6.45195484868876,6.45096040286623,6.45319986925237,48.605794685926
4011,"Greenlee",0,"Arizona",208,"2020-08-16",4.04305126783455,-347.886410282407,0.00735292607528869,4.13886216359116,4.14363931723001,4.09452175036157,94.2682101605015
4012,"La Paz",2,"Arizona",208,"2020-08-16",6.1853264006408,-1463.31496380494,0.00370087418266105,6.21123251991943,6.21532831954106,6.21123251991943,187.292824978327
4013,"Maricopa",476,"Arizona",208,"2020-08-16",11.7583559500922,-1786.97738849686,0.0058939795598143,11.7996138070109,11.8090108451507,11.7996138070109,117.602576243373
4015,"Mohave",24.4285714285716,"Arizona",208,"2020-08-16",8.10301883913099,-771.752637586162,0.00827047412609633,8.16091215801366,8.16153946538832,8.16091215801366,83.809848140727
4017,"Navajo",11.1428571428578,"Arizona",208,"2020-08-16",8.59819368202747,-1933.89980223228,0.00401428380219582,8.62629366864284,8.63594213653752,8.62629366864284,172.670198400221
4019,"Pima",243,"Arizona",208,"2020-08-16",9.84422272007268,-582.773699858972,0.0124488494266164,9.93136466605899,9.92906913364067,9.93136466605899,55.6796179956965
