"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future0","predicted.grf.future6","Predicted_Double_Days"
1001,"Autauga","Alabama",107,"2020-05-07",3.94019388239484,14.7366995956442,0.0427059715523554,4.23913568326133,4.24405708429456,4.23913568326133,16.2306852031262
1003,"Baldwin","Alabama",107,"2020-05-07",5.24023415546701,-169.087604247755,0.0189803311515737,5.37309647352803,5.37070828437372,5.37309647352803,36.5192353613111
1005,"Barbour","Alabama",107,"2020-05-07",3.82241084673846,2.98454890283549,0.0383010913076646,4.25201292903407,4.09718148242389,4.09051848589211,18.0973219533626
1007,"Bibb","Alabama",107,"2020-05-07",3.75453342433537,-289.492622525701,0.00956281957091512,3.85852714740864,3.82385340300982,3.82147316133178,72.483557325302
1009,"Blount","Alabama",107,"2020-05-07",3.70657903121334,-36.6976227914496,0.0251807841115663,3.79468430563775,3.88269825493977,3.8828445199943,27.5268306772687
1013,"Butler","Alabama",107,"2020-05-07",4.71466500078438,77.6617529571317,0.148105871129157,5.38190773359054,5.70956595859731,5.75140609868848,4.68007902236015
1015,"Calhoun","Alabama",107,"2020-05-07",4.67282883446191,-73.6121780682416,0.0263057698488988,4.93528277711379,4.86065316267034,4.8569692234042,26.3496253689364
1017,"Chambers","Alabama",107,"2020-05-07",5.70568542480229,-575.367756838549,0.00836159881181531,5.764216616485,5.77512747266603,5.764216616485,82.8964885974316
1021,"Chilton","Alabama",107,"2020-05-07",4.05797691805123,-94.4310880452341,0.0204779557692444,4.26824260192579,4.20918123427775,4.20132260843594,33.8484557917141
1023,"Choctaw","Alabama",107,"2020-05-07",3.94573406277046,30.1469989577511,0.0503533806158046,4.22228207725782,4.299670779461,4.29820772708109,13.7656533103238
1025,"Clarke","Alabama",107,"2020-05-07",3.74106520728451,53.182796972359,0.0656000488221838,3.98961148784191,4.21515818303428,4.2002655490398,10.5662601325008
1031,"Coffee","Alabama",107,"2020-05-07",4.86972984101902,-20.3544432726295,0.0395572230503624,5.31468868034266,5.14897288788435,5.14663040237156,17.5226450976466
1033,"Colbert","Alabama",107,"2020-05-07",3.72051653905712,59.5313941341522,0.074935367157758,4.08162497912852,4.25935824085012,4.24506410916143,9.24993373423652
1037,"Coosa","Alabama",107,"2020-05-07",3.4106761256167,-423.814184593566,0.00651078869876606,3.50159451508787,3.47626818372996,3.45625164650806,106.46132329426
1039,"Covington","Alabama",107,"2020-05-07",3.79388276312392,16.8522612177322,0.0409012265565498,3.97346167339006,4.08297402147304,4.08019134901977,16.9468556059463
1043,"Cullman","Alabama",107,"2020-05-07",4.06535702534885,-139.758352308516,0.0164750533763738,4.18068239898347,4.18176855047582,4.18068239898347,42.0725301900362
1045,"Dale","Alabama",107,"2020-05-07",3.47903986842609,24.297984425207,0.0435642907882896,3.90780469079597,3.80781143703321,3.78398990394412,15.9109024390744
1047,"Dallas","Alabama",107,"2020-05-07",4.14539973302238,63.7532394498879,0.0921203169718129,4.62874750868311,4.79683141605782,4.79024195182507,7.52436816703568
1049,"DeKalb","Alabama",107,"2020-05-07",4.53719720240189,-6.30441024540303,0.0400443124197451,4.81750738934011,4.81299053744088,4.81750738934011,17.3095038639786
1051,"Elmore","Alabama",107,"2020-05-07",4.69265764011121,10.9322066356182,0.0488879319955272,5.03877127292695,5.04400300768389,5.0348731640799,14.1782880205152
1053,"Escambia","Alabama",107,"2020-05-07",3.42936825862885,-21.5285272605617,0.0269057559368805,3.64649747695752,3.61880043573312,3.61770855018701,25.7620407390163
1055,"Etowah","Alabama",107,"2020-05-07",5.00106584308011,-136.288074186832,0.0207502307533291,5.19353529418311,5.14930288699328,5.14631745835341,33.4043119230729
1059,"Franklin","Alabama",107,"2020-05-07",4.90633241999656,79.4526184653701,0.16279651561635,5.62419333750637,6.01976933390409,6.04590802931101,4.25775194226782
1063,"Greene","Alabama",107,"2020-05-07",4.0943445622221,-4.43592448936119,0.0361850835479188,4.28561382272254,4.35930667413024,4.34764014705753,19.1556053654548
1065,"Hale","Alabama",107,"2020-05-07",4.02279741093005,6.45547133739704,0.0442967375804712,4.76387176438279,4.34368024500019,4.33287457399335,15.6478155823721
1067,"Henry","Alabama",107,"2020-05-07",3.27444567602301,-28.4795204895562,0.027380975584631,3.90122827183447,3.47894673576512,3.46611250511543,25.3149190545646
1069,"Houston","Alabama",107,"2020-05-07",4.56434819146784,-78.8948052743099,0.0245533928973034,4.73622194174896,4.74147114496012,4.73622194174896,28.2301995271729
1071,"Jackson","Alabama",107,"2020-05-07",3.94296780927757,-115.252538775786,0.0177220677590099,4.06282902610951,4.06830191414155,4.06702228359064,39.1120940279415
1073,"Jefferson","Alabama",107,"2020-05-07",6.90331687238321,-180.352620440265,0.0240238521639592,7.07148383753092,7.07635993514789,7.07148383753092,28.8524577919195
1077,"Lauderdale","Alabama",107,"2020-05-07",4.15888308335967,69.8358690805221,0.10384077710521,4.58603767485483,4.88465887665442,4.88576852309614,6.67509623755661
1081,"Lee","Alabama",107,"2020-05-07",6.00070741418916,-378.521188744577,0.0123593110935185,6.08722259184379,6.09177879078283,6.08722259184379,56.0829948623467
1083,"Limestone","Alabama",107,"2020-05-07",3.85620822632175,-128.421703202843,0.0163800030917251,3.97086824796383,3.97081236579332,3.97086824796383,42.3166697025907
1085,"Lowndes","Alabama",107,"2020-05-07",4.32696685749085,42.5669088138929,0.0671397645295604,4.79600092185384,4.81022917831725,4.79694520919777,10.3239441695505
