"fips","State_FIPS_Code","county","state","datetime","log_rolled_cases.x","shifted_time","log_rolled_cases.y","LAT","LON","AREA_SQMI","E_TOTPOP","E_HU","E_HH","E_POV","E_UNEMP","E_PCI","E_NOHSDP","E_AGE65","E_AGE17","E_DISABL","E_SNGPNT","E_MINRTY","E_LIMENG","E_MUNIT","E_MOBILE","E_CROWD","E_NOVEH","E_GROUPQ","EP_POV","MP_POV","EP_UNEMP","MP_UNEMP","EP_PCI","MP_PCI","EP_NOHSDP","MP_NOHSDP","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_MINRTY","MP_MINRTY","EP_LIMENG","MP_LIMENG","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV","EPL_UNEMP","EPL_PCI","EPL_NOHSDP","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","SPL_THEME2","RPL_THEME2","EPL_MINRTY","EPL_LIMENG","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV","F_UNEMP","F_PCI","F_NOHSDP","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_THEME2","F_MINRTY","F_LIMENG","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_UNINSUR","EP_UNINSUR","MP_UNINSUR","E_DAYPOP","State_of_emergency","Date_closed_K.12_schools","Closed_day_cares","Reopen_day_cares","Date_banned_visitors_to_nursing_homes","Stay_at_home._shelter_in_place","Stay_at_home_order._issued_but_did_not_specifically_restrict_movement_of_the_general_public","End.relax_stay_at_home.shelter_in_place","Closed_other_non.essential_businesses","Began_to_reopen_businesses","Religious_Gatherings_Exempt_Without_Clear_Social_Distance_Mandate.","Mandate_face_mask_use_by_all_individuals_in_public_spaces","Face_mask_mandate_enforced_by_fines","Face_mask_mandate_enforced_by_criminal_charge.citation","No_legal_enforcement_of_face_mask_mandate","Mandate_face_mask_use_by_employees_in_public.facing_businesses","State_ended_statewide_mask_use_by_individuals_in_public_spaces","Attempt_by_state_government_to_prevent_local_governments_from_implementing_face_mask_orders","Alcohol.Liquor_Stores_Open","Allow_restaurants_to_sell_takeout_alcohol","Allow_restaurants_to_deliver_alcohol","Keep_Firearms_Sellers_Open","Closed_restaurants_except_take_out","Reopen_restaurants","Initially_reopen_restaurants_for_outdoor_dining_only","Closed_gyms","Reopened_gyms","Closed_movie_theaters","Reopened_movie_theaters","Closed_Bars","Reopen_bars","Reopened_hair_salons.barber_shops","Reopen_Religious_Gatherings","Reopen_other_non.essential_retail","Begin_to_Re.Close_Bars","Re.Close_Bars_.statewide.","Re.Close_Movie_Theaters_.statewide.","Re.Close_Gyms_.statewide.","Re.Close_Indoor_Dining_.Statewide.","Mandate_quarantine_for_those_entering_the_state_from_specific_states","Mandate_quarantine_for_all_individuals_entering_the_state_from_another_state","Date_all_mandated_quarentines_ended","Stop_Initiation_of_Evictions_overall_or_due_to_COVID_related_issues","Resume_initiation_of_some_evictions","Stop_enforcement_of_evictions_overall_or_due_to_COVID_related_issues","Second_stop_of_evictions_overall_or_due_to_COVID_related_issues","Court_closure_led_to_Suspension_of_eviction_hearings","Courts_reopened_to_allow_eviction_hearings_unless_prohibited_by_other_orders","End_eviction_moratorium","Renter_grace_period_or_use_of_security_deposit_to_pay_rent","Order_freezing_utility_shut_offs","Order_freezing_gas_utility_shut_offs","Order_lifting_a_freeze_on_gas_utility_shut_offs","Order_re.implementing_freezes_on_gas_utility_shut_offs","Order_freezing_electric_utility_shut_offs","Order_lifting_a_freeze_on_electric_utility_shut_offs","Order_re.implementing_freezes_on_electric_utility_shut_offs","Order_freezing_water_utility_shut_offs","Order_lifting_a_freeze_on_water_utility_shut_offs","Order_re.implementing_freezes_on_water_utility_shut_offs","Order_freezing_telecom_utility_shut_offs...64","Order_freezing_telecom_utility_shut_offs...65","Order_re.implementing_freezes_on_telecom_utility_shut_offs","Froze_mortgage_payments","SNAP_Waiver.Emergency_Allotments_to_Current_SNAP_Households","SNAP_Waiver.Pandemic_EBT","SNAP_Waiver.Temporary_Suspension_of_Claims_Collection","X2020_Q1_SNAP_ABAWD_Time_Limit_Waiver","Modify_Medicaid_requirements_with_1135_waivers_.date_of_CMS_approval.","Reopened_ACA_enrollment_using_a_special_enrollment_period","State_previously_allowed_audio.only_telehealth","Allow_audio.only_telehealth","Allow.expand_Medicaid_telehealth_coverage","State_had_CHIP_premium_non.payment_lock.out_period_as_of_January_2019","Supend_CHIP_premium_non.payment_lock.outs","Report_testing_by_race.ethnicity._March","Report_testing_by_race.ethnicity._April","Report_testing_by_race.ethnicity._May","Report_testing_by_race.ethnicity._June","Report_testing_by_race.ethnicity._August","Report_cases_by_race.ethnicity._March","Report_cases_by_race.ethnicity._April","Report_cases_by_race.ethnicity._May","Report_cases_by_race.ethnicity._June","Report_cases_by_race.ethnicity._August","Report_hospitalizations_by_race._March","Report_hospitalizations_by_race._April","Report_hospitalizations_by_race._May","Report_hospitalizations_by_race._June","Report_hospitalizations_by_race._August","Report_deaths_by_race.ethnicity._March","Report_deaths_by_race.ethnicity._April","Report_deaths_by_race.ethnicity._May","Report_deaths_by_race.ethnicity._June","Report_deaths_by_race.ethnicity._August","Report_COVID_testing_for_American_Indian.Alaska_Native_individuals._July","Report_COVID_testing_for_American_Indian.Alaska_Native_individuals._August","Report_positive_COVID_tests_for_Indian.Alaska_Native_individuals._July","Report_positive_COVID_tests_for_Indian.Alaska_Native_individuals._August","Report_COVID_hospitalizations_for_Indian.Alaska_Native_individuals._July","Report_COVID_hospitalizations_for_Indian.Alaska_Native_individuals._August","Report_COVID_deaths_for_Indian.Alaska_Native_individuals._July","Report_COVID_deaths_for_Indian.Alaska_Native_individuals._August","State_has_at_least_one_Indian.Alaska_Native_reservation","Stopped_personal_visitation_in_state_prisons","Stopped_in.person_attorney_visits_in_state_prisons","Began_to_resume_visitation_in_state_prisons","Does_not_charge_copays_for_incarcerated_individuals","Waived_COVID.respiratory_illness.related_copays_during_pandemic_for_incarcerated_individuals","Waived_all_copays_during_pandemic_for_incarcerated_individuals","Did_not_waive_copays_for_incarcerated_individuals","Suspended_elective_medical.dental_procedures","Resumed_elective_medical_procedures","No_order_to_suspend_elective_medical_procedures_but_did_release_guidance_or_orders_to_resume.","No_state_unemployment_waiting_period_prior_to_pandemic._or_date_waiting_period_waived_not_found","Waived_one_week_waiting_period_for_unemployment_insurance","Waive_work_search_requirement_for_unemployment_insurance","Reinstated_work_search_requirement_for_UI","Expand_eligibility_of_unemployment_insurance_to_anyonewho_is_quarantined_and.or_taking_care_of_someone_who_is_quarantined","Expand_eligibility_to_high.risk_individuals_in_preventative_quarantine","Expand_eligibility_of_unemployment_insurance_to_those_who_have_lost_childcare.school_closures","Extend_the_amount_of_time_an_individual_can_be_on_unemployment_insurance","Weekly_unemployment_insurance_maximum_amount_.dollars.","Weekly_unemployment_insurance_maximum_amount_with_extra_stimulus_.through_July_31._2020._.dollars.","Unemployment_insurance_maximum_duration_.weeks.","Unemployment_insurance_maximum_duration_with_Pandemic_Emergency_Unemployment_Compensation_CARES_extension_.weeks.","Minimum_total_earnings_required_in_the_base_period_to_qualify_for_UI.","Number_of_calendar_quarters_with_earnings_in_the_base_period_needed_to_qualify_for_UI.","Minimum_total_earnings_required_outside_the_highest_earning_calendar_quarter_of_the_base_period_to_qualify_for_UI.","Require_earnings_in_the_last_two_calendar_quarters_of_the_base_period_in_order_to_qualify_for_UI.","Earnings_in_base_period_required_to_receive_a_.300_weekly_benefit_amount_for_UI.","Taxable_Wage_Amount","Minimum_Tax_Rate_...","Maximum_Tax_Rate_...","Average_Benefit_Amount_.August.","Made_Effort_to_Limit_Abortion_Access","Use_of_telemedicine.telephone_evaluations_to_initiate_buprenorphine_prescribing","Patients_can_receive_14.28_take.home_doses_of_opioid_medication","Home_delivery_of_take.home_medication_by_opioid_treatment_programs","Use_of_telemedicine_for_schedule_II.V_prescriptions","Exceptions_to_emergency_oral_prescriptions","Waive_requirement_to_obtain_separate_DEA_registration_to_dispense_outside_home_state","Paid_sick_leave","Medicaid_Expansion","Population_density_per_square_miles","Population_2018","Square_Miles","Number_Homeless_.2019.","Percent_Unemployed_.2018.","Percent_living_under_the_federal_poverty_line_.2018.","Percent_at_risk_for_serious_illness_due_to_COVID","All.cause_deaths_2018","Mental_health_professionals_per_100.000_population_in_2019","COVID.19_is_not_an_acceptable_reason_to_request_application_for_mail.in_ballot_unless_sick_or_exposed_.as_of_September_1._2020.","Witness_or_notary_signature_required_for_mail.in_ballot_.as_of_September_1._2020.","Permanent_mail.in_ballot_system","Automatic_mail.in_ballot_system_in_response_to_COVID.19_.0.1.2_2_being_conditional._see_notes_for_details.","Automatic_applications_sent_for_mail.in_ballots_in_response_to_COVID.19_.0.1.2_2_being_conditional._see_notes_for_details.","Last_date_of_receipt_of_mail.in_ballot_request_for_the_general_election_.by_mail_or_online.","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","pending","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease","cutoff","t0.lm","r.lm","shifted_log_rolled_cases"
6085,6,"Santa Clara","California","2020-03-11",3.51367536508885,0,3.51367536508885,37.220695,-121.69051,1291.0851176,1922200,665365,635525,149850,49598,52451,157687,246908,432684,151779,39585,1306288,162853,144578,19043,51170,32645,35944,7.9,0.2,4.8,0.2,52451,361,11.9,0.3,12.8,0,22.5,0,7.9,0.1,6.2,0.2,68,0,9,0.2,21.7,0.3,2.9,0.1,8.1,0.2,5.1,0.2,1.9,0.1,0.078,0.3838,0.0067,0.4852,0.9537,0.1933,0.0952,0.5151,0.015,0.1936,0.8189,0.0255,0.9612,0.9691,1.9303,0.9815,0.9825,0.1152,0.9777,0.389,0.4728,2.9372,0.731,6.6401,0.3557,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,2,4,91726,4.8,0.1,1782410,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,450,1050,26,39,1125,2,225,0,6900,7000,1.5,6.2,282.35,0,0,0,0,0,0,0,1,1,241.65,39557045,163695,151278,5.5,12.8,33.3,268818,356.2,0,0,0,1,0,0,4,NA,4,NA,NA,NA,NA,0,NA,NA,916,0,NA,NA,NA,NA,NA,NA,202,NA,45,0,NA,NA,NA,NA,NA,NA,NA,0,1118,45,NA,NA,NA,NA,NA,0,1118,45,51,30.3451811283522,0.178769155189587,0
6085,6,"Santa Clara","California","2020-03-12",3.69244452027843,1,3.51367536508885,37.220695,-121.69051,1291.0851176,1922200,665365,635525,149850,49598,52451,157687,246908,432684,151779,39585,1306288,162853,144578,19043,51170,32645,35944,7.9,0.2,4.8,0.2,52451,361,11.9,0.3,12.8,0,22.5,0,7.9,0.1,6.2,0.2,68,0,9,0.2,21.7,0.3,2.9,0.1,8.1,0.2,5.1,0.2,1.9,0.1,0.078,0.3838,0.0067,0.4852,0.9537,0.1933,0.0952,0.5151,0.015,0.1936,0.8189,0.0255,0.9612,0.9691,1.9303,0.9815,0.9825,0.1152,0.9777,0.389,0.4728,2.9372,0.731,6.6401,0.3557,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,2,4,91726,4.8,0.1,1782410,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,450,1050,26,39,1125,2,225,0,6900,7000,1.5,6.2,282.35,0,0,0,0,0,0,0,1,1,241.65,39557045,163695,151278,5.5,12.8,33.3,268818,356.2,0,0,0,1,0,0,4,NA,4,NA,NA,NA,NA,0,NA,NA,916,0,NA,NA,NA,NA,NA,NA,202,NA,45,0,NA,NA,NA,NA,NA,NA,NA,0,1118,45,NA,NA,NA,NA,NA,0,1118,45,51,30.3451811283522,0.178769155189587,0.178769155189585
36119,36,"Westchester","New York","2020-03-11",4.31558153526573,0,4.31558153526573,41.152686,-73.745753,430.5678079,968815,373942,347332,87214,29722,54572,81329,158902,217100,89947,26493,445341,57741,105302,525,14214,50391,26182,9.2,0.4,5.8,0.3,54572,583,12.2,0.3,16.4,0.1,22.4,0,9.4,0.2,7.6,0.4,46,0.1,6.3,0.2,28.2,0.4,0.1,0.1,4.1,0.3,14.5,0.4,2.7,0.1,0.1392,0.5481,0.0041,0.5056,1.197,0.264,0.3298,0.504,0.0423,0.3961,1.2722,0.0853,0.8561,0.9417,1.7978,0.9392,0.9924,0.0022,0.8828,0.9803,0.625,3.4827,0.9386,7.7497,0.5516,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,3,64712,6.8,0.3,885863,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,504,1104,26,39,3900,2,1300,0,11250,11600,0,6.9,333.83,0,0,0,0,0,0,0,0,1,358.21,19542209,54555,92091,5,13.6,36.9,157183,291.1,0,0,0,0,2,44131,NA,NA,0,NA,NA,NA,NA,0,NA,NA,92,0,NA,NA,NA,NA,NA,NA,216,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,308,0,NA,NA,NA,NA,NA,0,NA,0,51,30.5267308442853,0.22161566713616,0
36119,36,"Westchester","New York","2020-03-12",4.53719720240189,1,4.31558153526573,41.152686,-73.745753,430.5678079,968815,373942,347332,87214,29722,54572,81329,158902,217100,89947,26493,445341,57741,105302,525,14214,50391,26182,9.2,0.4,5.8,0.3,54572,583,12.2,0.3,16.4,0.1,22.4,0,9.4,0.2,7.6,0.4,46,0.1,6.3,0.2,28.2,0.4,0.1,0.1,4.1,0.3,14.5,0.4,2.7,0.1,0.1392,0.5481,0.0041,0.5056,1.197,0.264,0.3298,0.504,0.0423,0.3961,1.2722,0.0853,0.8561,0.9417,1.7978,0.9392,0.9924,0.0022,0.8828,0.9803,0.625,3.4827,0.9386,7.7497,0.5516,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,3,64712,6.8,0.3,885863,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,504,1104,26,39,3900,2,1300,0,11250,11600,0,6.9,333.83,0,0,0,0,0,0,0,0,1,358.21,19542209,54555,92091,5,13.6,36.9,157183,291.1,0,0,0,0,2,44131,NA,NA,0,NA,NA,NA,NA,0,NA,NA,92,0,NA,NA,NA,NA,NA,NA,216,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,308,0,NA,NA,NA,NA,NA,0,NA,0,51,30.5267308442853,0.22161566713616,0.221615667136156
53033,53,"King","Washington","2020-03-11",4.75972894580469,0,4.75972894580469,47.490599,-121.833996,2115.298789,2163257,917904,865627,203702,55432,49298,108078,274609,445378,205142,53739,855746,94471,256076,17434,31712,87191,36590,9.5,0.2,4.5,0.1,49298,320,7,0.2,12.7,0,20.6,0,9.5,0.1,6.2,0.2,39.6,0,4.6,0.1,27.9,0.3,1.9,0.1,3.7,0.2,10.1,0.2,1.7,0.1,0.1551,0.3299,0.0089,0.1223,0.6162,0.0885,0.0914,0.2748,0.0478,0.1936,0.6076,0.0134,0.7975,0.908,1.7055,0.9048,0.9914,0.0716,0.8551,0.9096,0.4126,3.2403,0.8666,6.1696,0.2854,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,3,122097,5.7,0.1,2094615,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,790,1390,26,39,NA,2,1,0,15584.42,52700,0,5.4,402.28,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,373.3,0,0,1,0,0,0,44,NA,4,NA,NA,NA,NA,0,NA,NA,10813,3630,NA,NA,NA,NA,NA,NA,801,801,179,0,NA,NA,NA,NA,NA,NA,11614,3809,11614,3809,NA,NA,NA,NA,11369,3764,NA,0,51,29.9576290819965,0.237483327959426,0
53033,53,"King","Washington","2020-03-12",4.99721227376411,1,4.75972894580469,47.490599,-121.833996,2115.298789,2163257,917904,865627,203702,55432,49298,108078,274609,445378,205142,53739,855746,94471,256076,17434,31712,87191,36590,9.5,0.2,4.5,0.1,49298,320,7,0.2,12.7,0,20.6,0,9.5,0.1,6.2,0.2,39.6,0,4.6,0.1,27.9,0.3,1.9,0.1,3.7,0.2,10.1,0.2,1.7,0.1,0.1551,0.3299,0.0089,0.1223,0.6162,0.0885,0.0914,0.2748,0.0478,0.1936,0.6076,0.0134,0.7975,0.908,1.7055,0.9048,0.9914,0.0716,0.8551,0.9096,0.4126,3.2403,0.8666,6.1696,0.2854,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,3,122097,5.7,0.1,2094615,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,790,1390,26,39,NA,2,1,0,15584.42,52700,0,5.4,402.28,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,373.3,0,0,1,0,0,0,44,NA,4,NA,NA,NA,NA,0,NA,NA,10813,3630,NA,NA,NA,NA,NA,NA,801,801,179,0,NA,NA,NA,NA,NA,NA,11614,3809,11614,3809,NA,NA,NA,NA,11369,3764,NA,0,51,29.9576290819965,0.237483327959426,0.237483327959422
53061,53,"Snohomish","Washington","2020-03-11",3.63381967693091,0,3.63381967693091,48.070464,-121.936784,2086.5178232,786620,306420,289737,62597,19216,37671,42223,99868,180294,90402,22600,233415,25835,45089,14763,8860,14096,10931,8.1,0.4,4.6,0.2,37671,315,7.8,0.3,12.7,0.1,22.9,0,11.6,0.3,7.8,0.4,29.7,0.1,3.5,0.2,14.7,0.4,4.8,0.2,3.1,0.2,4.9,0.3,1.4,0.1,0.0838,0.3487,0.0608,0.1831,0.6764,0.1045,0.0914,0.5715,0.1585,0.433,1.2544,0.0799,0.6899,0.8685,1.5584,0.8367,0.9468,0.2194,0.7803,0.3572,0.3018,2.6055,0.5527,6.0947,0.2755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,50134,6.5,0.3,632469,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,790,1390,26,39,NA,2,1,0,15584.42,52700,0,5.4,402.28,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,373.3,0,0,1,0,0,0,44,NA,4,NA,NA,NA,NA,0,NA,NA,10813,3630,NA,NA,NA,NA,NA,NA,801,801,179,0,NA,NA,NA,NA,NA,NA,11614,3809,11614,3809,NA,NA,NA,NA,11369,3764,NA,0,51,37.5719245294269,0.292387963489196,0
53061,53,"Snohomish","Washington","2020-03-12",3.9262076404201,1,3.63381967693091,48.070464,-121.936784,2086.5178232,786620,306420,289737,62597,19216,37671,42223,99868,180294,90402,22600,233415,25835,45089,14763,8860,14096,10931,8.1,0.4,4.6,0.2,37671,315,7.8,0.3,12.7,0.1,22.9,0,11.6,0.3,7.8,0.4,29.7,0.1,3.5,0.2,14.7,0.4,4.8,0.2,3.1,0.2,4.9,0.3,1.4,0.1,0.0838,0.3487,0.0608,0.1831,0.6764,0.1045,0.0914,0.5715,0.1585,0.433,1.2544,0.0799,0.6899,0.8685,1.5584,0.8367,0.9468,0.2194,0.7803,0.3572,0.3018,2.6055,0.5527,6.0947,0.2755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,50134,6.5,0.3,632469,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,790,1390,26,39,NA,2,1,0,15584.42,52700,0,5.4,402.28,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,373.3,0,0,1,0,0,0,44,NA,4,NA,NA,NA,NA,0,NA,NA,10813,3630,NA,NA,NA,NA,NA,NA,801,801,179,0,NA,NA,NA,NA,NA,NA,11614,3809,11614,3809,NA,NA,NA,NA,11369,3764,NA,0,51,37.5719245294269,0.292387963489196,0.292387963489192
99999,36,"New York City","New York","2020-03-11",3.02390315052069,0,3.02390315052069,40.658566,-73.95064,57.5186516,1632480,855716,758133,295165,70250,31984,258956,257362,361080,209900,60827,1303998,210911,358674,732,61715,292462,40893,16.6,0.4,6.2,0.2,31984,267,18.4,0.3,14.8,0.1,22,0,10.2,0.2,7.8,0.2,63.8,0,12,0.2,40.9,0.4,0.1,0.1,9.5,0.3,55.8,0.4,1.6,0.1,0.6258,0.6207,0.1736,0.7883,2.0319,0.5223,0.1974,0.4502,0.0755,0.433,1.198,0.0697,0.943,0.9847,1.9277,0.9799,0.9981,0.0022,0.9863,0.9981,0.3792,3.3665,0.9096,8.124,0.6201,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,3,5,136920,8.2,0.2,1164366,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,504,1104,26,39,3900,2,1300,0,11250,11600,0,6.9,333.83,0,0,0,0,0,0,0,0,1,358.21,19542209,54555,92091,5,13.6,36.9,157183,291.1,0,0,0,0,2,44131,NA,NA,0,NA,NA,NA,NA,0,NA,NA,92,0,NA,NA,NA,NA,NA,NA,216,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,308,0,NA,NA,NA,NA,NA,0,NA,0,51,43.8789678581603,0.494018505449614,0
99999,36,"New York City","New York","2020-03-12",3.5179216559703,1,3.02390315052069,40.658566,-73.95064,57.5186516,1632480,855716,758133,295165,70250,31984,258956,257362,361080,209900,60827,1303998,210911,358674,732,61715,292462,40893,16.6,0.4,6.2,0.2,31984,267,18.4,0.3,14.8,0.1,22,0,10.2,0.2,7.8,0.2,63.8,0,12,0.2,40.9,0.4,0.1,0.1,9.5,0.3,55.8,0.4,1.6,0.1,0.6258,0.6207,0.1736,0.7883,2.0319,0.5223,0.1974,0.4502,0.0755,0.433,1.198,0.0697,0.943,0.9847,1.9277,0.9799,0.9981,0.0022,0.9863,0.9981,0.3792,3.3665,0.9096,8.124,0.6201,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,3,5,136920,8.2,0.2,1164366,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,504,1104,26,39,3900,2,1300,0,11250,11600,0,6.9,333.83,0,0,0,0,0,0,0,0,1,358.21,19542209,54555,92091,5,13.6,36.9,157183,291.1,0,0,0,0,2,44131,NA,NA,0,NA,NA,NA,NA,0,NA,NA,92,0,NA,NA,NA,NA,NA,NA,216,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,308,0,NA,NA,NA,NA,NA,0,NA,0,51,43.8789678581603,0.494018505449614,0.494018505449608
