"fips","State_FIPS_Code","county","state","datetime","log_rolled_cases.x","shifted_time","log_rolled_cases.y","LAT","LON","AREA_SQMI","E_TOTPOP","E_HU","E_HH","E_POV","E_UNEMP","E_PCI","E_NOHSDP","E_AGE65","E_AGE17","E_DISABL","E_SNGPNT","E_MINRTY","E_LIMENG","E_MUNIT","E_MOBILE","E_CROWD","E_NOVEH","E_GROUPQ","EP_POV","MP_POV","EP_UNEMP","MP_UNEMP","EP_PCI","MP_PCI","EP_NOHSDP","MP_NOHSDP","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_MINRTY","MP_MINRTY","EP_LIMENG","MP_LIMENG","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV","EPL_UNEMP","EPL_PCI","EPL_NOHSDP","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","SPL_THEME2","RPL_THEME2","EPL_MINRTY","EPL_LIMENG","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV","F_UNEMP","F_PCI","F_NOHSDP","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_THEME2","F_MINRTY","F_LIMENG","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_UNINSUR","EP_UNINSUR","MP_UNINSUR","E_DAYPOP","State_of_emergency","Date_closed_K.12_schools","Closed_day_cares","Reopen_day_cares","Date_banned_visitors_to_nursing_homes","Stay_at_home._shelter_in_place","End.relax_stay_at_home.shelter_in_place","Closed_non.essential_businesses","Began_to_reopen_businesses","Religious_Gatherings_Exempt_Without_Clear_Social_Distance_Mandate.","Mandate_face_mask_use_by_all_individuals_in_public_spaces","Face_mask_mandate_enforced_by_fines","Face_mask_mandate_enforced_by_criminal_charge.citation","No_legal_enforcement_of_face_mask_mandate","Mandate_face_mask_use_by_employees_in_public.facing_businesses","State_ended_statewide_mask_use_by_individuals_in_public_spaces","Attempt_by_state_government_to_prevent_local_governments_from_implementing_face_mask_orders","Alcohol.Liquor_Stores_Open","Allow_restaurants_to_sell_takeout_alcohol","Allow_restaurants_to_deliver_alcohol","Keep_Firearms_Sellers_Open","Closed_restaurants_except_take_out","Reopen_restaurants","Initially_reopen_restaurants_for_outdoor_dining_only","Closed_gyms","Reopened_gyms","Closed_movie_theaters","Reopened_movie_theaters","Closed_Bars","Reopen_bars","Reopened_hair_salons.barber_shops","Reopen_Religious_Gatherings","Reopen_non.essential_retail","Begin_to_Re.Close_Bars","Re.Close_Bars_.statewide.","Re.Close_Movie_Theaters_.statewide.","Re.Close_Gyms_.statewide.","Re.Close_Indoor_Dining_.Statewide.","Mandate_quarantine_for_those_entering_the_state_from_specific_states","Mandate_quarantine_for_all_individuals_entering_the_state_from_another_state","Date_all_mandated_quarentines_ended","Stop_Initiation_of_Evictions_overall_or_due_to_COVID_related_issues","Resume_initiation_of_some_evictions","Second_stop_of_evictions_overall_or_due_to_COVID_related_issues","Statewide_suspension_of_non.emergent_eviction_hearings_as_a_result_of_court_closure","Resumed_non.emergent_eviction_hearings_as_a_result_of_court_reopening","End_eviction_moratorium","Stop_enforcement_of_evictions_overall_or_due_to_COVID_related_issues","Renter_grace_period_or_use_of_security_deposit_to_pay_rent","Order_freezing_utility_shut_offs","Order_freezing_gas_utility_shut_offs","Order_lifting_a_freeze_on_gas_utility_shut_offs","Order_re.implementing_freezes_on_gas_utility_shut_offs","Order_freezing_electric_utility_shut_offs","Order_lifting_a_freeze_on_electric_utility_shut_offs","Order_re.implementing_freezes_on_electric_utility_shut_offs","Order_freezing_water_utility_shut_offs","Order_lifting_a_freeze_on_water_utility_shut_offs","Order_re.implementing_freezes_on_water_utility_shut_offs","Order_freezing_telecom_utility_shut_offs...63","Order_freezing_telecom_utility_shut_offs...64","Order_re.implementing_freezes_on_telecom_utility_shut_offs","Froze_mortgage_payments","SNAP_Waiver.Emergency_Allotments_to_Current_SNAP_Households","SNAP_Waiver.Pandemic_EBT","SNAP_Waiver.Temporary_Suspension_of_Claims_Collection","X2020_Q1_SNAP_ABAWD_Time_Limit_Waiver","Modify_Medicaid_requirements_with_1135_waivers_.date_of_CMS_approval.","Reopened_ACA_enrollment_using_a_special_enrollment_period","State_previously_allowed_audio.only_telehealth","Allow_audio.only_telehealth","Allow.expand_Medicaid_telehealth_coverage","State_had_CHIP_premium_non.payment_lock.out_period_as_of_January_2019","Supend_CHIP_premium_non.payment_lock.outs","Report_any_testing_by_race.ethnicity","Report_testing_by_race.ethnicity._March","Report_testing_by_race.ethnicity._April","Report_testing_by_race.ethnicity._May","Report_testing_by_race.ethnicity._June","Report_any_cases_by_race.ethnicity","Report_cases_by_race.ethnicity._March","Report_cases_by_race.ethnicity._April","Report_cases_by_race.ethnicity._May","Report_cases_by_race.ethnicity._June","Report_any_hospitalizations_by_race.ethnicity","Report_hospitalizations_by_race._March","Report_hospitalizations_by_race._April","Report_hospitalizations_by_race._May","Report_hospitalizations_by_race._June","Report_any_deaths_by_race.ethnicity","Report_deaths_by_race.ethnicity._March","Report_deaths_by_race.ethnicity._April","Report_deaths_by_race.ethnicity._May","Report_deaths_by_race.ethnicity._June","Report_COVID_testing_for_American_Indian.Alaska_Native_individuals","Report_positive_COVID_tests_for_Indian.Alaska_Native_individuals","Report_COVID_hospitalizations_for_Indian.Alaska_Native_individuals","Report_COVID_deaths_for_Indian.Alaska_Native_individuals","State_has_at_least_one_Indian.Alaska_Native_reservation","Stopped_personal_visitation_in_state_prisons","Stopped_in.person_attorney_visits_in_state_prisons","Began_to_resume_visitation_in_state_prisons","Does_not_charge_copays_for_incarcerated_individuals","Waived_COVID.respiratory_illness.related_copays_during_pandemic_for_incarcerated_individuals","Waived_all_copays_during_pandemic_for_incarcerated_individuals","Did_not_waive_copays_for_incarcerated_individuals","Suspended_elective_medical.dental_procedures","Resumed_elective_medical_procedures","No_state_unemployment_waiting_period_prior_to_pandemic._or_date_waiting_period_waived_not_found","Waived_one_week_waiting_period_for_unemployment_insurance","Waive_work_search_requirement_for_unemployment_insurance","Reinstated_work_search_requirement_for_UI","Expand_eligibility_of_unemployment_insurance_to_anyonewho_is_quarantined_and.or_taking_care_of_someone_who_is_quarantined","Expand_eligibility_to_high.risk_individuals_in_preventative_quarantine","Expand_eligibility_of_unemployment_insurance_to_those_who_have_lost_childcare.school_closures","Extend_the_amount_of_time_an_individual_can_be_on_unemployment_insurance","Weekly_unemployment_insurance_maximum_amount_.dollars.","Weekly_unemployment_insurance_maximum_amount_with_extra_stimulus_.through_July_21._2020._.dollars.","Unemployment_insurance_maximum_duration_.weeks.","Unemployment_insurance_maximum_duration_with_Pandemic_Emergency_Unemployment_Compensation_CARES_extension_.weeks.","Made_Effort_to_Limit_Abortion_Access","Use_of_telemedicine.telephone_evaluations_to_initiate_buprenorphine_prescribing","Patients_can_receive_14.28_take.home_doses_of_opioid_medication","Home_delivery_of_take.home_medication_by_opioid_treatment_programs","Use_of_telemedicine_for_schedule_II.V_prescriptions","Exceptions_to_emergency_oral_prescriptions","Waive_requirement_to_obtain_separate_DEA_registration_to_dispense_outside_home_state","Paid_sick_leave","Medicaid_Expansion","Population_density_per_square_miles","Population_2018","Square_Miles","Number_Homeless_.2019.","Percent_Unemployed_.2018.","Percent_living_under_the_federal_poverty_line_.2018.","Percent_at_risk_for_serious_illness_due_to_COVID","All.cause_deaths_2018","Mental_health_professionals_per_100.000_population_in_2019","COVID.19_is_not_an_acceptable_reason_to_request_application_for_mail.in_ballot_unless_sick_or_exposed_.as_of_September_1._2020.","Witness_or_notary_signature_required_for_mail.in_ballot_.as_of_September_1._2020.","Permanent_mail.in_ballot_system","Automatic_mail.in_ballot_system_in_response_to_COVID.19_.0.1.2_2_being_conditional._see_notes_for_details.","Automatic_applications_sent_for_mail.in_ballots_in_response_to_COVID.19_.0.1.2_2_being_conditional._see_notes_for_details.","Last_date_of_receipt_of_mail.in_ballot_request_for_the_general_election_.by_mail_or_online.","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","pending","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease","cutoff","t0.lm","r.lm","shifted_log_rolled_cases"
6085,6,"Santa Clara","California","2020-03-17",4.57176112385696,0,4.57176112385696,37.220695,-121.69051,1291.0851176,1922200,665365,635525,149850,49598,52451,157687,246908,432684,151779,39585,1306288,162853,144578,19043,51170,32645,35944,7.9,0.2,4.8,0.2,52451,361,11.9,0.3,12.8,0,22.5,0,7.9,0.1,6.2,0.2,68,0,9,0.2,21.7,0.3,2.9,0.1,8.1,0.2,5.1,0.2,1.9,0.1,0.078,0.3838,0.0067,0.4852,0.9537,0.1933,0.0952,0.5151,0.015,0.1936,0.8189,0.0255,0.9612,0.9691,1.9303,0.9815,0.9825,0.1152,0.9777,0.389,0.4728,2.9372,0.731,6.6401,0.3557,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,2,4,91726,4.8,0.1,1782410,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,8,0,0,1,0,0,0,0,43943,0,7,1,1,1,1,0,0,450,1050,26,39,0,0,0,0,0,0,0,1,1,241.65,39557045,163695,151278,5.5,12.8,33.3,268818,356.2,0,0,0,1,0,0,13,NA,2,NA,NA,NA,NA,0,NA,NA,7981,0,NA,NA,NA,NA,NA,NA,611,NA,128,0,NA,NA,NA,NA,NA,NA,NA,0,8592,128,NA,NA,NA,NA,NA,0,8592,128,57,29.4088617146139,0.171927996266693,0
6085,6,"Santa Clara","California","2020-03-18",4.74368912012365,1,4.57176112385696,37.220695,-121.69051,1291.0851176,1922200,665365,635525,149850,49598,52451,157687,246908,432684,151779,39585,1306288,162853,144578,19043,51170,32645,35944,7.9,0.2,4.8,0.2,52451,361,11.9,0.3,12.8,0,22.5,0,7.9,0.1,6.2,0.2,68,0,9,0.2,21.7,0.3,2.9,0.1,8.1,0.2,5.1,0.2,1.9,0.1,0.078,0.3838,0.0067,0.4852,0.9537,0.1933,0.0952,0.5151,0.015,0.1936,0.8189,0.0255,0.9612,0.9691,1.9303,0.9815,0.9825,0.1152,0.9777,0.389,0.4728,2.9372,0.731,6.6401,0.3557,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,2,4,91726,4.8,0.1,1782410,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,8,0,0,1,0,0,0,0,43943,0,7,1,1,1,1,0,0,450,1050,26,39,0,0,0,0,0,0,0,1,1,241.65,39557045,163695,151278,5.5,12.8,33.3,268818,356.2,0,0,0,1,0,0,13,NA,2,NA,NA,NA,NA,0,NA,NA,7981,0,NA,NA,NA,NA,NA,NA,611,NA,128,0,NA,NA,NA,NA,NA,NA,NA,0,8592,128,NA,NA,NA,NA,NA,0,8592,128,57,29.4088617146139,0.171927996266693,0.171927996266692
25017,25,"Middlesex","Massachusetts","2020-03-17",4.18965474202643,0,4.18965474202643,42.481718,-71.394916,817.8401031,1595192,632582,600032,122070,38575,49669,76765,234069,321214,146099,35341,438354,61303,120397,2354,11212,63306,58705,7.9,0.2,4.2,0.2,49669,376,6.9,0.2,14.7,0.1,20.1,0,9.2,0.2,5.9,0.2,27.5,0.1,4.1,0.2,19,0.3,0.4,0.1,1.9,0.1,10.6,0.2,3.7,0.1,0.078,0.2745,0.0086,0.1165,0.4776,0.051,0.1917,0.2254,0.0385,0.1573,0.6129,0.0137,0.6616,0.8943,1.5559,0.8341,0.9745,0.0137,0.4817,0.9261,0.7335,3.1295,0.8195,5.7759,0.2264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,40992,2.6,0.2,1543265,9,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,3,7,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,7,0,0,0,0,1,0,1,43969,0,1,1,1,1,0,0,0,823,1423,26,39,0,0,0,0,0,0,0,1,1,653.98,6902149,10554,18471,4.8,10,34.6,59152,626.6,0,0,0,0,1,44132,2,NA,2,NA,NA,NA,NA,0,NA,NA,2115,482,NA,NA,NA,NA,NA,NA,156,NA,38,0,NA,NA,NA,NA,1050,NA,NA,0,12371,3226,NA,NA,NA,NA,NA,0,12371,3226,57,21.139996758223,0.120185150671629,0
25017,25,"Middlesex","Massachusetts","2020-03-18",4.30983989269805,1,4.18965474202643,42.481718,-71.394916,817.8401031,1595192,632582,600032,122070,38575,49669,76765,234069,321214,146099,35341,438354,61303,120397,2354,11212,63306,58705,7.9,0.2,4.2,0.2,49669,376,6.9,0.2,14.7,0.1,20.1,0,9.2,0.2,5.9,0.2,27.5,0.1,4.1,0.2,19,0.3,0.4,0.1,1.9,0.1,10.6,0.2,3.7,0.1,0.078,0.2745,0.0086,0.1165,0.4776,0.051,0.1917,0.2254,0.0385,0.1573,0.6129,0.0137,0.6616,0.8943,1.5559,0.8341,0.9745,0.0137,0.4817,0.9261,0.7335,3.1295,0.8195,5.7759,0.2264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,40992,2.6,0.2,1543265,9,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,3,7,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,7,0,0,0,0,1,0,1,43969,0,1,1,1,1,0,0,0,823,1423,26,39,0,0,0,0,0,0,0,1,1,653.98,6902149,10554,18471,4.8,10,34.6,59152,626.6,0,0,0,0,1,44132,2,NA,2,NA,NA,NA,NA,0,NA,NA,2115,482,NA,NA,NA,NA,NA,NA,156,NA,38,0,NA,NA,NA,NA,1050,NA,NA,0,12371,3226,NA,NA,NA,NA,NA,0,12371,3226,57,21.139996758223,0.120185150671629,0.120185150671628
36119,36,"Westchester","New York","2020-03-17",5.29473954520015,0,5.29473954520015,41.152686,-73.745753,430.5678079,968815,373942,347332,87214,29722,54572,81329,158902,217100,89947,26493,445341,57741,105302,525,14214,50391,26182,9.2,0.4,5.8,0.3,54572,583,12.2,0.3,16.4,0.1,22.4,0,9.4,0.2,7.6,0.4,46,0.1,6.3,0.2,28.2,0.4,0.1,0.1,4.1,0.3,14.5,0.4,2.7,0.1,0.1392,0.5481,0.0041,0.5056,1.197,0.264,0.3298,0.504,0.0423,0.3961,1.2722,0.0853,0.8561,0.9417,1.7978,0.9392,0.9924,0.0022,0.8828,0.9803,0.625,3.4827,0.9386,7.7497,0.5516,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,3,64712,6.8,0.3,885863,12,1,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,1,3,3,0,3,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,18,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,5,0,0,1,0,0,0,0,43990,0,7,0,0,0,0,0,0,504,1104,26,39,0,0,0,0,0,0,0,0,1,358.21,19542209,54555,92091,5,13.6,36.9,157183,291.1,0,0,0,0,2,44131,12,NA,5,NA,NA,NA,416,0,NA,NA,12215,6709,NA,NA,NA,NA,NA,NA,2382,NA,682,0,NA,NA,NA,NA,NA,NA,NA,0,14597,7391,NA,NA,NA,NA,NA,0,NA,0,57,35.7552784154133,0.261536792347458,0
36119,36,"Westchester","New York","2020-03-18",5.55627633754761,1,5.29473954520015,41.152686,-73.745753,430.5678079,968815,373942,347332,87214,29722,54572,81329,158902,217100,89947,26493,445341,57741,105302,525,14214,50391,26182,9.2,0.4,5.8,0.3,54572,583,12.2,0.3,16.4,0.1,22.4,0,9.4,0.2,7.6,0.4,46,0.1,6.3,0.2,28.2,0.4,0.1,0.1,4.1,0.3,14.5,0.4,2.7,0.1,0.1392,0.5481,0.0041,0.5056,1.197,0.264,0.3298,0.504,0.0423,0.3961,1.2722,0.0853,0.8561,0.9417,1.7978,0.9392,0.9924,0.0022,0.8828,0.9803,0.625,3.4827,0.9386,7.7497,0.5516,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,3,64712,6.8,0.3,885863,12,1,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,1,3,3,0,3,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,18,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,5,0,0,1,0,0,0,0,43990,0,7,0,0,0,0,0,0,504,1104,26,39,0,0,0,0,0,0,0,0,1,358.21,19542209,54555,92091,5,13.6,36.9,157183,291.1,0,0,0,0,2,44131,12,NA,5,NA,NA,NA,416,0,NA,NA,12215,6709,NA,NA,NA,NA,NA,NA,2382,NA,682,0,NA,NA,NA,NA,NA,NA,NA,0,14597,7391,NA,NA,NA,NA,NA,0,NA,0,57,35.7552784154133,0.261536792347458,0.26153679234746
53033,53,"King","Washington","2020-03-17",5.93715920225044,0,5.93715920225044,47.490599,-121.833996,2115.298789,2163257,917904,865627,203702,55432,49298,108078,274609,445378,205142,53739,855746,94471,256076,17434,31712,87191,36590,9.5,0.2,4.5,0.1,49298,320,7,0.2,12.7,0,20.6,0,9.5,0.1,6.2,0.2,39.6,0,4.6,0.1,27.9,0.3,1.9,0.1,3.7,0.2,10.1,0.2,1.7,0.1,0.1551,0.3299,0.0089,0.1223,0.6162,0.0885,0.0914,0.2748,0.0478,0.1936,0.6076,0.0134,0.7975,0.908,1.7055,0.9048,0.9914,0.0716,0.8551,0.9096,0.4126,3.2403,0.8666,6.1696,0.2854,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,3,122097,5.7,0.1,2094615,19,2,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0,1,0,0,0,43950,0,1,1,1,1,0,0,0,790,1390,26,39,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,373.3,0,0,1,0,0,0,82,NA,4,NA,NA,NA,NA,0,NA,NA,32561,4537,NA,NA,NA,NA,NA,NA,2135,2135,289,0,NA,NA,NA,NA,NA,NA,34696,4826,34696,4826,NA,NA,NA,NA,33894,4740,NA,0,57,5.08499700908474,0.116609228193698,0
53033,53,"King","Washington","2020-03-18",6.05376843044414,1,5.93715920225044,47.490599,-121.833996,2115.298789,2163257,917904,865627,203702,55432,49298,108078,274609,445378,205142,53739,855746,94471,256076,17434,31712,87191,36590,9.5,0.2,4.5,0.1,49298,320,7,0.2,12.7,0,20.6,0,9.5,0.1,6.2,0.2,39.6,0,4.6,0.1,27.9,0.3,1.9,0.1,3.7,0.2,10.1,0.2,1.7,0.1,0.1551,0.3299,0.0089,0.1223,0.6162,0.0885,0.0914,0.2748,0.0478,0.1936,0.6076,0.0134,0.7975,0.908,1.7055,0.9048,0.9914,0.0716,0.8551,0.9096,0.4126,3.2403,0.8666,6.1696,0.2854,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,3,122097,5.7,0.1,2094615,19,2,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0,1,0,0,0,43950,0,1,1,1,1,0,0,0,790,1390,26,39,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,373.3,0,0,1,0,0,0,82,NA,4,NA,NA,NA,NA,0,NA,NA,32561,4537,NA,NA,NA,NA,NA,NA,2135,2135,289,0,NA,NA,NA,NA,NA,NA,34696,4826,34696,4826,NA,NA,NA,NA,33894,4740,NA,0,57,5.08499700908474,0.116609228193698,0.116609228193698
53061,53,"Snohomish","Washington","2020-03-17",5.05168583392661,0,5.05168583392661,48.070464,-121.936784,2086.5178232,786620,306420,289737,62597,19216,37671,42223,99868,180294,90402,22600,233415,25835,45089,14763,8860,14096,10931,8.1,0.4,4.6,0.2,37671,315,7.8,0.3,12.7,0.1,22.9,0,11.6,0.3,7.8,0.4,29.7,0.1,3.5,0.2,14.7,0.4,4.8,0.2,3.1,0.2,4.9,0.3,1.4,0.1,0.0838,0.3487,0.0608,0.1831,0.6764,0.1045,0.0914,0.5715,0.1585,0.433,1.2544,0.0799,0.6899,0.8685,1.5584,0.8367,0.9468,0.2194,0.7803,0.3572,0.3018,2.6055,0.5527,6.0947,0.2755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,50134,6.5,0.3,632469,19,2,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0,1,0,0,0,43950,0,1,1,1,1,0,0,0,790,1390,26,39,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,373.3,0,0,1,0,0,0,82,NA,4,NA,NA,NA,NA,0,NA,NA,32561,4537,NA,NA,NA,NA,NA,NA,2135,2135,289,0,NA,NA,NA,NA,NA,NA,34696,4826,34696,4826,NA,NA,NA,NA,33894,4740,NA,0,57,30.5303309339772,0.198341243493646,0
53061,53,"Snohomish","Washington","2020-03-18",5.25002707742026,1,5.05168583392661,48.070464,-121.936784,2086.5178232,786620,306420,289737,62597,19216,37671,42223,99868,180294,90402,22600,233415,25835,45089,14763,8860,14096,10931,8.1,0.4,4.6,0.2,37671,315,7.8,0.3,12.7,0.1,22.9,0,11.6,0.3,7.8,0.4,29.7,0.1,3.5,0.2,14.7,0.4,4.8,0.2,3.1,0.2,4.9,0.3,1.4,0.1,0.0838,0.3487,0.0608,0.1831,0.6764,0.1045,0.0914,0.5715,0.1585,0.433,1.2544,0.0799,0.6899,0.8685,1.5584,0.8367,0.9468,0.2194,0.7803,0.3572,0.3018,2.6055,0.5527,6.0947,0.2755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,50134,6.5,0.3,632469,19,2,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0,1,0,0,0,43950,0,1,1,1,1,0,0,0,790,1390,26,39,0,0,0,0,0,0,0,1,1,105.69,7535591,71298,21577,4.3,10.3,35.1,56877,373.3,0,0,1,0,0,0,82,NA,4,NA,NA,NA,NA,0,NA,NA,32561,4537,NA,NA,NA,NA,NA,NA,2135,2135,289,0,NA,NA,NA,NA,NA,NA,34696,4826,34696,4826,NA,NA,NA,NA,33894,4740,NA,0,57,30.5303309339772,0.198341243493646,0.198341243493647
