"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future0","predicted.grf.future6","Predicted_Double_Days"
1001,"Autauga","Alabama",93,"2020-04-23",3.35739475900376,15.5724961296599,0.0430161903574347,3.6317495778896,3.66315633284087,3.6585080915058,16.1136347686853
1003,"Baldwin","Alabama",93,"2020-04-23",4.78868151091763,-25.7977917900164,0.0403095161851322,5.07084812421356,4.98334201938225,5.07084812421356,17.1956214353078
1015,"Calhoun","Alabama",93,"2020-04-23",4.34008794545355,-2.77517116115934,0.0452763441475383,4.65328401931481,4.70180552044448,4.65702235448632,15.3092568229723
1017,"Chambers","Alabama",93,"2020-04-23",5.54014246880783,-32.3049677339932,0.0442132707824391,5.8496353642849,5.94806482988425,5.8496353642849,15.6773558773954
1021,"Chilton","Alabama",93,"2020-04-23",3.75118333745009,20.569680860441,0.0523151894938574,4.1554121973436,4.20224745549997,4.11738966390709,13.2494441340279
1025,"Clarke","Alabama",93,"2020-04-23",3.18988828799495,24.013998862325,0.0474251287324384,3.60364588581745,3.64042982404239,3.52186418912202,14.6156098904975
1031,"Coffee","Alabama",93,"2020-04-23",4.16333743370905,24.5406866726729,0.0592254808173966,4.46911411396153,4.4112697599711,4.57791579943083,11.7035298150985
1043,"Cullman","Alabama",93,"2020-04-23",3.80348283685294,-19.2422796673742,0.0338863648183592,4.04068739058145,4.14358683174456,4.04068739058145,20.4550468684209
1049,"DeKalb","Alabama",93,"2020-04-23",3.85922481986117,43.6534536995881,0.0741742532263588,4.1794629937175,4.32166005094642,4.37844459244568,9.34484879065323
1051,"Elmore","Alabama",93,"2020-04-23",4.19397440317094,10.3944230606139,0.0519738415398968,4.65714605693868,4.43353226561955,4.55779129395022,13.3364623438093
1055,"Etowah","Alabama",93,"2020-04-23",4.64026150579937,-10.4336366768846,0.0448622097692943,4.95429697418443,4.9758926561487,4.95429697418443,15.4505804356157
1069,"Houston","Alabama",93,"2020-04-23",4.24645234041956,6.49463046145333,0.0473825850506777,4.43052612485524,4.54779923838314,4.5781304357743,14.628732894556
1071,"Jackson","Alabama",93,"2020-04-23",3.66356164612965,14.5210713127192,0.0450973417702561,3.85487246116565,3.923559022696,3.97924303852144,15.3700230069239
1073,"Jefferson","Alabama",93,"2020-04-23",6.55311907173325,-91.3746350436968,0.0355424110815469,6.80191594930408,6.88715187624295,6.80191594930408,19.5019741055164
1077,"Lauderdale","Alabama",93,"2020-04-23",3.17805383034795,-12.5397931538669,0.0306955903010529,3.45447538321633,3.48357044625081,3.39292296245532,22.5813276031434
1081,"Lee","Alabama",93,"2020-04-23",5.75709753342392,-64.6674529707063,0.0365141785761806,6.01269678345718,6.05225548500853,6.01269678345718,18.9829597046477
1083,"Limestone","Alabama",93,"2020-04-23",3.68171096463532,-25.8721145253217,0.0309720322494226,3.89851519038128,4.02888030236494,3.89851519038128,22.3797771801967
1089,"Madison","Alabama",93,"2020-04-23",5.31741946842152,-91.9608800378418,0.028748887155671,5.51866167851122,5.6430653626985,5.51866167851122,24.1104004063411
1091,"Marengo","Alabama",93,"2020-04-23",3.44316158076119,33.000615827909,0.0537183371794902,3.59909550977458,3.82133243649829,3.81918994101762,12.9033625565125
1093,"Marion","Alabama",93,"2020-04-23",4.14765962098982,-17.2941398092654,0.0394768910587571,4.630407979081,4.53086877832697,4.42399785840112,17.5583021349951
1095,"Marshall","Alabama",93,"2020-04-23",5.20322144950209,19.7963785648739,0.071078743749218,5.70077265574661,5.58341144063272,5.70077265574662,9.75182092420663
1097,"Mobile","Alabama",93,"2020-04-23",6.5506720884568,-52.6122829940339,0.0449870845629499,6.86558168039745,6.84550556458379,6.86558168039745,15.407692836597
1101,"Montgomery","Alabama",93,"2020-04-23",5.45776014095706,-10.1657720506687,0.0529028187592736,5.82807987227198,5.77445075584325,5.82807987227198,13.1022731267687
1103,"Morgan","Alabama",93,"2020-04-23",3.87713574642771,-9.28928666301151,0.0393198207752483,4.29723516424435,4.24542013003999,4.15237449185445,17.628442014575
1107,"Pickens","Alabama",93,"2020-04-23",3.66356164612965,40.02925398763,0.0653098368478239,3.91667963771017,4.10712441704319,4.12073050406442,10.6132125574746
1109,"Pike","Alabama",93,"2020-04-23",3.74782198974739,43.6281546233378,0.0729563447878745,4.11268378762851,4.10846780708764,4.25851640326251,9.50084852215825
1111,"Randolph","Alabama",93,"2020-04-23",4.01509519056796,17.062559666283,0.0528737230662911,4.385211252032,4.41477151797796,4.385211252032,13.1094831300399
