"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","Predicted_Double_Days"
1001,"Autauga","Alabama",141,"2020-06-10",5.58724865840025,-69.4368952801751,0.0269015720045409,5.84939429482344,25.7660474429875
1003,"Baldwin","Alabama",141,"2020-06-10",5.79083353339818,-189.049529906698,0.0175671972415527,5.92101557204358,39.4569020333194
1005,"Barbour","Alabama",141,"2020-06-10",5.26490830441691,-30.1144167533157,0.0309491524410445,5.51249023604609,22.3963218986475
1007,"Bibb","Alabama",141,"2020-06-10",4.41711795448515,-71.860271871917,0.0207756890871845,4.5677486510348,33.3633785936619
1009,"Blount","Alabama",141,"2020-06-10",4.28850057666306,-28.2934239289826,0.0254096716648988,4.47955801871626,27.2788719862707
1011,"Bullock","Alabama",141,"2020-06-10",5.45165138646874,-6.67036376994045,0.0372340261407112,5.75900036780328,18.615961055097
1013,"Butler","Alabama",141,"2020-06-10",6.10829474800909,-132.671940200747,0.0224461603124041,6.30000736493945,30.8804343777631
1015,"Calhoun","Alabama",141,"2020-06-10",5.2102664884253,-103.832864755171,0.0213612841168228,5.37947337398861,32.4487599513771
1017,"Chambers","Alabama",141,"2020-06-10",5.96834212968713,-263.453413016709,0.0147698439459276,6.07710270127608,46.9298919540083
1019,"Cherokee","Alabama",141,"2020-06-10",3.73084365321297,-47.5983682210446,0.019833396185994,3.87937993026192,34.948486585945
1021,"Chilton","Alabama",141,"2020-06-10",4.75727796418555,-66.5796490317026,0.0230070275128298,4.93683988896574,30.1276286201429
1023,"Choctaw","Alabama",141,"2020-06-10",5.05168583392661,-117.95814604461,0.0196921458139552,5.23728659231965,35.1991696135387
1025,"Clarke","Alabama",141,"2020-06-10",5.05168583392661,-77.9143856944315,0.0232278728974033,5.2475106366052,29.8411819119879
1027,"Clay","Alabama",141,"2020-06-10",3.36729582998647,-117.726090074968,0.0131481143052228,3.49379700618562,52.7183719633929
1031,"Coffee","Alabama",141,"2020-06-10",5.51515536529897,-146.34277075908,0.0193185981655788,5.68628971123773,35.8797866500982
1033,"Colbert","Alabama",141,"2020-06-10",5.35725990218149,-56.973002738492,0.027124552846442,5.55980104487413,25.554234367807
1035,"Conecuh","Alabama",141,"2020-06-10",3.93182563272433,24.5941913150513,0.0332720085686061,4.10595912398138,20.8327423074171
1037,"Coosa","Alabama",141,"2020-06-10",3.69244452027843,-134.176294956798,0.0136264705974444,3.84506698652459,50.867697222342
1039,"Covington","Alabama",141,"2020-06-10",4.51711930786536,-77.483811740148,0.0208142784136868,4.69328283533878,33.3015234438372
1041,"Crenshaw","Alabama",141,"2020-06-10",4.48219512362928,-57.3230089975977,0.0225122486274896,4.6222826274982,30.789779911792
1043,"Cullman","Alabama",141,"2020-06-10",5.25227342804663,-0.957239060372087,0.0363003175543136,5.40719507990531,19.0947966095018
1045,"Dale","Alabama",141,"2020-06-10",4.90209512552105,-40.5815628632082,0.0271239543598322,5.1150777042075,25.5547982187444
1047,"Dallas","Alabama",141,"2020-06-10",5.792142148634,-60.103708510946,0.0287515647728685,5.9833072547266,24.1081550181935
1049,"DeKalb","Alabama",141,"2020-06-10",5.60790070295292,-120.570984666524,0.0215476318391474,5.78706870027155,32.1681373495832
1051,"Elmore","Alabama",141,"2020-06-10",6.04602037079716,-68.3109902964058,0.0289447595342484,6.26106959874461,23.9472426689118
1053,"Escambia","Alabama",141,"2020-06-10",4.43081679884331,-5.03781257293616,0.0303032776304486,4.63754732235424,22.8736702680463
1055,"Etowah","Alabama",141,"2020-06-10",5.62040086571715,-160.863372128522,0.018708299105593,5.77830834854249,37.0502511557944
1059,"Franklin","Alabama",141,"2020-06-10",6.42371067789379,-111.330444598684,0.0255935225245306,6.63717957513296,27.0829144325712
