"fips","county","state","date.x","new_rolled_cases","days_from_start","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days","predicted.grf.past","predicted.grf.past.0","predicted.grf.past.last","block.mse","block.mse.0","block.mse.last","block.mape","block.mape.0","block.mape.last"
1031,"Coffee","Alabama","2020-08-16",7.57142857142856,208,6.72931190658583,-373.157507676723,0.0115791533580757,6.81036598009236,6.81037221299538,6.81036598009236,59.8616461087391,6.74090155483103,6.73867877571268,6.74090155483103,0.000134319946447479,8.77382372395446e-05,0.000134319946447479,0.00172226349530001,0.0013919505079982,0.00172226349530001
1033,"Colbert","Alabama","2020-08-16",13.4285714285713,208,7.1420365747068,-388.157824438196,0.0119801104370932,7.22589734776645,7.22500799379582,7.22589734776645,57.8581628441255,7.17983118666042,7.17794777758425,7.17983118666042,0.00142843269272466,0.00128961449210534,0.00142843269272466,0.00529185359921946,0.00502814603395164,0.00529185359921946
1035,"Conecuh","Alabama","2020-08-16",2.28571428571428,208,6.05074372640729,-497.482409782485,0.00857674641139934,6.11078095128709,6.11114298254636,6.11078095128708,80.8170309942572,6.07261023273787,6.07116472962927,6.07261023273787,0.000478144099105308,0.000417017372592146,0.000478144099105308,0.00361385431598238,0.00337495754990535,0.00361385431598238
1037,"Coosa","Alabama","2020-08-16",1.14285714285714,208,4.79224234554065,-142.462935804922,0.0136740347007997,4.88796058844625,4.88471533140844,4.88796058844625,50.6907577556028,4.80954871836239,4.85038032880054,4.84251816096287,0.000299510540245067,0.00338002509752723,0.00252765761636909,0.00361133089144467,0.0121316868112877,0.0104910836717185
1039,"Covington","Alabama","2020-08-16",7.85714285714289,208,6.81014245011514,-511.421737512073,0.00957315948651206,6.95415114767227,6.87788899192244,6.87715456652072,72.4052682436288,6.85434352538567,6.8545955291515,6.85434352538567,0.0019537350550711,0.00197607623581291,0.0019537350550711,0.0064904773423327,0.00652748152655879,0.0064904773423327
1041,"Crenshaw","Alabama","2020-08-16",7.14285714285711,208,5.91040942235128,-128.376455950644,0.0175708178078269,6.03340514700607,6.03010732113932,6.03340514700607,39.448771715747,5.93945028182755,5.93551769475084,5.93945028182755,0.000843371519120455,0.000630425342890514,0.000843371519120455,0.00491351062186092,0.00424814435098332,0.00491351062186092
1043,"Cullman","Alabama","2020-08-16",10.4285714285716,208,7.20244843056499,-628.749483004854,0.00860765208327378,7.26270199514791,7.26349689172909,7.26270199514791,80.5268584108848,7.27331458476633,7.27443146066895,7.27331458476633,0.00502201181128801,0.00518155662294757,0.00502201181128801,0.00983917550879018,0.00999424442922572,0.00983917550879018
1045,"Dale","Alabama","2020-08-16",7.28571428571433,208,6.78364872050325,-525.612421990787,0.00924691092620082,6.84837709698666,6.84815469441491,6.84837709698666,74.9598634713713,6.80927467939741,6.80958570414784,6.80927467939741,0.000656689769245148,0.000672727120579704,0.000656689769245148,0.0037776070003015,0.00382345618312992,0.0037776070003015
1047,"Dallas","Alabama","2020-08-16",9.28571428571422,208,7.28285935838924,-822.470959608664,0.00706750567833082,7.33233189813756,7.33457330459316,7.33233189813756,98.0752208923093,7.29738807622331,7.3008341756319,7.29738807622331,0.000211083641902019,0.000323094054907025,0.000211083641902019,0.00199491945664638,0.002468098909799,0.00199491945664638
1049,"DeKalb","Alabama","2020-08-16",11.5714285714287,208,7.56208737839473,-631.510055652619,0.00900773889184222,7.62514155063763,7.62486908711455,7.62514155063763,76.9501857106102,7.59713501042996,7.5946728853385,7.59713501042996,0.00122833651127688,0.00106181526278252,0.00122833651127688,0.00463465049813665,0.0043090624735267,0.00463465049813665
